,gene_name,display_name,biotype,keep
733,Irx3,Irx3,TF,True
734,Satb2,Satb2,TF,True
735,Zfp683,Zfp683,TF,True
736,Dmbx1,Dmbx1,TF,True
737,Irx5,Irx5,TF,True
738,Irx6,Irx6,TF,True
739,Zhx1,Zhx1,TF,True
740,Prdm16,Prdm16,TF,True
741,Sox30,Sox30,TF,True
742,Zfp960,Zfp960,TF,True
743,Zfp97,Zfp97,TF,True
744,Mlx,Mlx,TF,True
745,Hlx,Hlx,TF,True
746,Zfp473,Zfp473,TF,True
747,Zfp808,Zfp808,TF,True
748,Nfib,Nfib,TF,True
749,Gm3604,Gm3604,TF,True
750,Zfp935,Zfp935,TF,True
751,Gm49359,Gm49359,TF,True
752,Zfp934,Zfp934,TF,True
753,Platr25,Platr25,TF,True
754,Gm5141,Gm5141,TF,True
755,E2f7,E2f7,TF,True
756,Zbtb38,Zbtb38,TF,True
757,Batf2,Batf2,TF,True
758,Emx1,Emx1,TF,True
759,P2rx2,P2rx2,TF,True
760,Atf5,Atf5,TF,True
761,Esrra,Esrra,TF,True
762,Cdx4,Cdx4,TF,True
763,Rhox5,Rhox5,TF,True
764,Noto,Noto,TF,True
765,Stat2,Stat2,TF,True
766,Bhlhe40,Bhlhe40,TF,True
767,Zfp367,Zfp367,TF,True
768,Sox3,Sox3,TF,True
769,Cphx1,Cphx1,TF,True
770,Duxbl1,Duxbl1,TF,True
771,Hes5,Hes5,TF,True
772,Hhex,Hhex,TF,True
773,Atoh1,Atoh1,TF,True
774,Zfp768,Zfp768,TF,True
775,Mypop,Mypop,TF,True
776,Zbtb2,Zbtb2,TF,True
777,Spi1,Spi1,TF,True
778,Zfp747,Zfp747,TF,True
779,Foxa3,Foxa3,TF,True
780,9130019O22Rik,9130019O22Rik,TF,True
781,E430018J23Rik,E430018J23Rik,TF,True
782,Zfp764,Zfp764,TF,True
783,Zfp997,Zfp997,TF,True
784,Gm10772,Gm10772,TF,True
785,Egr4,Egr4,TF,True
786,Zfp998,Zfp998,TF,True
787,Zfp689,Zfp689,TF,True
788,Pax4,Pax4,TF,True
789,Neurog1,Neurog1,TF,True
790,Foxr1,Foxr1,TF,True
791,Esr1,Esr1,TF,True
792,Zkscan4,Zkscan4,TF,True
793,Zkscan8,Zkscan8,TF,True
794,Zfp160,Zfp160,TF,True
795,Foxl2,Foxl2,TF,True
796,Runx2,Runx2,TF,True
797,Zfp677,Zfp677,TF,True
798,Zfp54,Zfp54,TF,True
799,Gata3,Gata3,TF,True
800,Nr2e3,Nr2e3,TF,True
801,Zfp51,Zfp51,TF,True
802,Zfp53,Zfp53,TF,True
803,Zfp52,Zfp52,TF,True
804,Zfp948,Zfp948,TF,True
805,Cdc5l,Cdc5l,TF,True
806,Runx3,Runx3,TF,True
807,Prdm5,Prdm5,TF,True
808,Six5,Six5,TF,True
809,Ascl3,Ascl3,TF,True
810,Figla,Figla,TF,True
811,Spdef,Spdef,TF,True
812,Thap1,Thap1,TF,True
813,Ski,Ski,TF,True
814,Zfp958,Zfp958,TF,True
815,Sox14,Sox14,TF,True
816,Grhl3,Grhl3,TF,True
817,Zfp709,Zfp709,TF,True
818,Zfp882,Zfp882,TF,True
819,Zfp617,Zfp617,TF,True
820,Zbtb37,Zbtb37,TF,True
821,Msx1,Msx1,TF,True
822,Zfp961,Zfp961,TF,True
823,Zfp523,Zfp523,TF,True
824,Zfp62,Zfp62,TF,True
825,Zfp629,Zfp629,TF,True
826,Irf5,Irf5,TF,True
827,E2f1,E2f1,TF,True
828,Zfp341,Zfp341,TF,True
829,Esrrg,Esrrg,TF,True
830,Ppard,Ppard,TF,True
831,Ikzf4,Ikzf4,TF,True
832,Klf2,Klf2,TF,True
833,E2f2,E2f2,TF,True
834,Shox2,Shox2,TF,True
835,Aebp2,Aebp2,TF,True
836,Zfp319,Zfp319,TF,True
837,Sp5,Sp5,TF,True
838,Fosb,Fosb,TF,True
839,Zfp46,Zfp46,TF,True
840,Tead3,Tead3,TF,True
841,Zbtb7b,Zbtb7b,TF,True
842,Zfp143,Zfp143,TF,True
843,Dmrta1,Dmrta1,TF,True
844,Zfp352,Zfp352,TF,True
845,Six3,Six3,TF,True
846,Srf,Srf,TF,True
847,Zfp668,Zfp668,TF,True
848,Pbxip1,Pbxip1,TF,True
849,Isx,Isx,TF,True
850,Alx3,Alx3,TF,True
851,Nrf1,Nrf1,TF,True
852,Myrfl,Myrfl,TF,True
853,Skor1,Skor1,TF,True
854,Gm12845,Gm12845,TF,True
855,Zbtb40,Zbtb40,TF,True
856,Klf17,Klf17,TF,True
857,Zfp287,Zfp287,TF,True
858,Zfp286,Zfp286,TF,True
859,Jun,Jun,TF,True
860,Neurod4,Neurod4,TF,True
861,Prox1,Prox1,TF,True
862,Smad3,Smad3,TF,True
863,Crebzf,Crebzf,TF,True
864,Pparg,Pparg,TF,True
865,Elk4,Elk4,TF,True
866,Foxn1,Foxn1,TF,True
867,Etv4,Etv4,TF,True
868,Meox1,Meox1,TF,True
869,Nkx3-2,Nkx3-2,TF,True
870,Purg,Purg,TF,True
871,Tfeb,Tfeb,TF,True
872,Zfp296,Zfp296,TF,True
873,Klf14,Klf14,TF,True
874,Zfp354c,Zfp354c,TF,True
875,Zfp879,Zfp879,TF,True
876,Batf3,Batf3,TF,True
877,Zfp454,Zfp454,TF,True
878,Zfp2,Zfp2,TF,True
879,Zfp354b,Zfp354b,TF,True
880,Atf3,Atf3,TF,True
881,Prop1,Prop1,TF,True
882,Foxn4,Foxn4,TF,True
883,Nfia,Nfia,TF,True
884,Zfp354a,Zfp354a,TF,True
885,Plagl1,Plagl1,TF,True
886,2610044O15Rik8,2610044O15Rik8,TF,True
887,Mecom,Mecom,TF,True
888,Zscan29,Zscan29,TF,True
889,Mynn,Mynn,TF,True
890,Zfp422,Zfp422,TF,True
891,Zfp872,Zfp872,TF,True
892,Zfp809,Zfp809,TF,True
893,Zfp599,Zfp599,TF,True
894,Zkscan6,Zkscan6,TF,True
895,Zfp810,Zfp810,TF,True
896,Pknox1,Pknox1,TF,True
897,Zfp637,Zfp637,TF,True
898,Gmeb2,Gmeb2,TF,True
899,Zfp239,Zfp239,TF,True
900,Neurog3,Neurog3,TF,True
901,Hivep2,Hivep2,TF,True
902,Relb,Relb,TF,True
903,Irf3,Irf3,TF,True
904,Creb3l4,Creb3l4,TF,True
905,Tchp,Tchp,TF,True
906,Wiz,Wiz,TF,True
907,Zfp248,Zfp248,TF,True
908,Zfp9,Zfp9,TF,True
909,Olig3,Olig3,TF,True
910,Skil,Skil,TF,True
911,Carf,Carf,TF,True
912,Zfp871,Zfp871,TF,True
913,Zfp811,Zfp811,TF,True
914,Zfp799,Zfp799,TF,True
915,Zfp870,Zfp870,TF,True
916,Zfp472,Zfp472,TF,True
917,Creb3l2,Creb3l2,TF,True
918,Zfp952,Zfp952,TF,True
919,Zfp763,Zfp763,TF,True
920,Zfp563,Zfp563,TF,True
921,Zfp955a,Zfp955a,TF,True
922,Zfp955b,Zfp955b,TF,True
923,Zfp81,Zfp81,TF,True
924,Zfp101,Zfp101,TF,True
925,Gm4125,Gm4125,TF,True
926,Hsf4,Hsf4,TF,True
927,Myb,Myb,TF,True
928,E2f4,E2f4,TF,True
929,Zfp639,Zfp639,TF,True
930,Tbx20,Tbx20,TF,True
931,Mesp1,Mesp1,TF,True
932,Mesp2,Mesp2,TF,True
933,Dlx1,Dlx1,TF,True
934,Hnf1a,Hnf1a,TF,True
935,Dlx2,Dlx2,TF,True
936,Tcf21,Tcf21,TF,True
937,Gbx1,Gbx1,TF,True
938,Mafg,Mafg,TF,True
939,Foxd3,Foxd3,TF,True
940,Zfp57,Zfp57,TF,True
941,T,T,TF,True
942,Zfp710,Zfp710,TF,True
943,Rorc,Rorc,TF,True
944,Prrx1,Prrx1,TF,True
945,Tcf7,Tcf7,TF,True
946,Gbx2,Gbx2,TF,True
947,Foxj3,Foxj3,TF,True
948,Hivep3,Hivep3,TF,True
949,Foxo6,Foxo6,TF,True
950,Nr2f6,Nr2f6,TF,True
951,Rxrb,Rxrb,TF,True
952,Ubp1,Ubp1,TF,True
953,Nfyc,Nfyc,TF,True
954,Pax7,Pax7,TF,True
955,Zfp69,Zfp69,TF,True
956,Rlf,Rlf,TF,True
957,Mycl,Mycl,TF,True
958,Heyl,Heyl,TF,True
959,Tead1,Tead1,TF,True
960,Jund,Jund,TF,True
961,Rora,Rora,TF,True
962,Lrrfip1,Lrrfip1,TF,True
963,Foxb1,Foxb1,TF,True
964,En2,En2,TF,True
965,Zfp358,Zfp358,TF,True
966,Nr1h3,Nr1h3,TF,True
967,Zgpat,Zgpat,TF,True
968,Eomes,Eomes,TF,True
969,Tead2,Tead2,TF,True
970,Tbx19,Tbx19,TF,True
971,Irf1,Irf1,TF,True
972,Mnx1,Mnx1,TF,True
973,Zbtb17,Zbtb17,TF,True
974,Tlx2,Tlx2,TF,True
975,Lbx2,Lbx2,TF,True
976,Sp3,Sp3,TF,True
977,Arntl,Arntl,TF,True
978,Prdm2,Prdm2,TF,True
979,Rbpj,Rbpj,TF,True
980,Hoxa4,Hoxa4,TF,True
981,Hoxa5,Hoxa5,TF,True
982,Hoxa6,Hoxa6,TF,True
983,Hoxa7,Hoxa7,TF,True
984,Hoxa9,Hoxa9,TF,True
985,Hoxa10,Hoxa10,TF,True
986,Hoxa11,Hoxa11,TF,True
987,Zfp990,Zfp990,TF,True
988,Zfp268,Zfp268,TF,True
989,Zfp980,Zfp980,TF,True
990,Tcf12,Tcf12,TF,True
991,Irf8,Irf8,TF,True
992,Zfp986,Zfp986,TF,True
993,Zfp987,Zfp987,TF,True
994,Zfp600,Zfp600,TF,True
995,Zfp992,Zfp992,TF,True
996,Zfp981,Zfp981,TF,True
997,Foxf1,Foxf1,TF,True
998,Hoxa1,Hoxa1,TF,True
999,Hoxa2,Hoxa2,TF,True
1000,Zfp989,Zfp989,TF,True
1001,Hoxa3,Hoxa3,TF,True
1002,Rex2,Rex2,TF,True
1003,Zfp991,Zfp991,TF,True
1004,Hoxa13,Hoxa13,TF,True
1005,Hes6,Hes6,TF,True
1006,Evx1,Evx1,TF,True
1007,Zfp988,Zfp988,TF,True
1008,Zfp978,Zfp978,TF,True
1009,Zfp982,Zfp982,TF,True
1010,Zfp985,Zfp985,TF,True
1011,Zfp979,Zfp979,TF,True
1012,Foxc2,Foxc2,TF,True
1013,Foxl1,Foxl1,TF,True
1014,Sp9,Sp9,TF,True
1015,Zfp180,Zfp180,TF,True
1016,Zfp112,Zfp112,TF,True
1017,Zfp235,Zfp235,TF,True
1018,Zfp114,Zfp114,TF,True
1019,Csrnp1,Csrnp1,TF,True
1020,Zfp111,Zfp111,TF,True
1021,Zfp109,Zfp109,TF,True
1022,Zfp280d,Zfp280d,TF,True
1023,Zfp108,Zfp108,TF,True
1024,Zfp93,Zfp93,TF,True
1025,Snai3,Snai3,TF,True
1026,Hes7,Hes7,TF,True
1027,Zfp61,Zfp61,TF,True
1028,Zfp94,Zfp94,TF,True
1029,Myog,Myog,TF,True
1030,Rfx7,Rfx7,TF,True
1031,Tbx3,Tbx3,TF,True
1032,Foxk2,Foxk2,TF,True
1033,Klf3,Klf3,TF,True
1034,Pou3f1,Pou3f1,TF,True
1035,Tbx5,Tbx5,TF,True
1036,Mtf1,Mtf1,TF,True
1037,Pcbp1,Pcbp1,TF,True
1038,Mxd1,Mxd1,TF,True
1039,Ptf1a,Ptf1a,TF,True
1040,Lhx5,Lhx5,TF,True
1041,Zfp628,Zfp628,TF,True
1042,Zfp750,Zfp750,TF,True
1043,Zfp651,Zfp651,TF,True
1044,Onecut1,Onecut1,TF,True
1045,Zscan2,Zscan2,TF,True
1046,Zfp84,Zfp84,TF,True
1047,Sox18,Sox18,TF,True
1048,Zfp790,Zfp790,TF,True
1049,Zfp524,Zfp524,TF,True
1050,Tfap2e,Tfap2e,TF,True
1051,Gm44973,Gm44973,TF,True
1052,Zfp940,Zfp940,TF,True
1053,Zfp865,Zfp865,TF,True
1054,Zfp280b,Zfp280b,TF,True
1055,Zfp420,Zfp420,TF,True
1056,Zfp27,Zfp27,TF,True
1057,Zfp383,Zfp383,TF,True
1058,Klf7,Klf7,TF,True
1059,Zfp74,Zfp74,TF,True
1060,Zfp784,Zfp784,TF,True
1061,Zfp580,Zfp580,TF,True
1062,Zscan20,Zscan20,TF,True
1063,Creb1,Creb1,TF,True
1064,Zfp362,Zfp362,TF,True
1065,Pou2f1,Pou2f1,TF,True
1066,2010315B03Rik,2010315B03Rik,TF,True
1067,Pcbp3,Pcbp3,TF,True
1068,Zfp445,Zfp445,TF,True
1069,Zfp568,Zfp568,TF,True
1070,Zkscan7,Zkscan7,TF,True
1071,Zfp105,Zfp105,TF,True
1072,Zfp14,Zfp14,TF,True
1073,Trp53,Trp53,TF,True
1074,Dmrtc2,Dmrtc2,TF,True
1075,Klf4,Klf4,TF,True
1076,Zfp82,Zfp82,TF,True
1077,Elf3,Elf3,TF,True
1078,Zfp566,Zfp566,TF,True
1079,Pou3f2,Pou3f2,TF,True
1080,Zfp260,Zfp260,TF,True
1081,Zfp382,Zfp382,TF,True
1082,Zfp146,Zfp146,TF,True
1083,Sox6,Sox6,TF,True
1084,Sox15,Sox15,TF,True
1085,Tgif2,Tgif2,TF,True
1086,Ovol3,Ovol3,TF,True
1087,Zfp787,Zfp787,TF,True
1088,Zfp408,Zfp408,TF,True
1089,Zfp444,Zfp444,TF,True
1090,Bach2,Bach2,TF,True
1091,Zscan5b,Zscan5b,TF,True
1092,Zbtb4,Zbtb4,TF,True
1093,Myt1,Myt1,TF,True
1094,Hnf1b,Hnf1b,TF,True
1095,Zfp667,Zfp667,TF,True
1096,Zfp583,Zfp583,TF,True
1097,Gm3854,Gm3854,TF,True
1098,Zfp78,Zfp78,TF,True
1099,Zkscan16,Zkscan16,TF,True
1100,Zfp28,Zfp28,TF,True
1101,Phox2b,Phox2b,TF,True
1102,Plag1,Plag1,TF,True
1103,2610008E11Rik,2610008E11Rik,TF,True
1104,Rxrg,Rxrg,TF,True
1105,Zim1,Zim1,TF,True
1106,Zfp513,Zfp513,TF,True
1107,Lmx1a,Lmx1a,TF,True
1108,Cux2,Cux2,TF,True
1109,Peg3,Peg3,TF,True
1110,Pbx1,Pbx1,TF,True
1111,Atf2,Atf2,TF,True
1112,Lhx1,Lhx1,TF,True
1113,Dbp,Dbp,TF,True
1114,Zfp418,Zfp418,TF,True
1115,Zfp772,Zfp772,TF,True
1116,Fosl2,Fosl2,TF,True
1117,Zfp292,Zfp292,TF,True
1118,Evx2,Evx2,TF,True
1119,Hoxd13,Hoxd13,TF,True
1120,Hoxd12,Hoxd12,TF,True
1121,Hoxd11,Hoxd11,TF,True
1122,Hoxd10,Hoxd10,TF,True
1123,Hoxd9,Hoxd9,TF,True
1124,Hoxd8,Hoxd8,TF,True
1125,Hoxd3,Hoxd3,TF,True
1126,Hoxd4,Hoxd4,TF,True
1127,Gm28230,Gm28230,TF,True
1128,Hoxd1,Hoxd1,TF,True
1129,Mlxipl,Mlxipl,TF,True
1130,Nfx1,Nfx1,TF,True
1131,Hand1,Hand1,TF,True
1132,Nfe2l2,Nfe2l2,TF,True
1133,Atf6,Atf6,TF,True
1134,Aff3,Aff3,TF,True
1135,Prrx2,Prrx2,TF,True
1136,Cux1,Cux1,TF,True
1137,Tcf3,Tcf3,TF,True
1138,Erfl,Erfl,TF,True
1139,Patz1,Patz1,TF,True
1140,Onecut3,Onecut3,TF,True
1141,Zkscan1,Zkscan1,TF,True
1142,Zscan21,Zscan21,TF,True
1143,Zfp692,Zfp692,TF,True
1144,Npas2,Npas2,TF,True
1145,Zfp113,Zfp113,TF,True
1146,Myef2,Myef2,TF,True
1147,Zfp672,Zfp672,TF,True
1148,Klf16,Klf16,TF,True
1149,Ikzf2,Ikzf2,TF,True
1150,Ascl5,Ascl5,TF,True
1151,Creb3l1,Creb3l1,TF,True
1152,Zfp157,Zfp157,TF,True
1153,Zfp68,Zfp68,TF,True
1154,A430033K04Rik,A430033K04Rik,TF,True
1155,Foxl3,Foxl3,TF,True
1156,Zfp574,Zfp574,TF,True
1157,Zik1,Zik1,TF,True
1158,Rfx8,Rfx8,TF,True
1159,Tbx2,Tbx2,TF,True
1160,Tbx4,Tbx4,TF,True
1161,Nr1i3,Nr1i3,TF,True
1162,Creb3l3,Creb3l3,TF,True
1163,Uncx,Uncx,TF,True
1164,Zbtb7a,Zbtb7a,TF,True
1165,Zscan4b,Zscan4b,TF,True
1166,Mafk,Mafk,TF,True
1167,Zscan4c,Zscan4c,TF,True
1168,Zscan4-ps1,Zscan4-ps1,TF,True
1169,Zscan4d,Zscan4d,TF,True
1170,Zscan4e,Zscan4e,TF,True
1171,Zscan4f,Zscan4f,TF,True
1172,Zscan4-ps2,Zscan4-ps2,TF,True
1173,Zscan4-ps3,Zscan4-ps3,TF,True
1174,Mafb,Mafb,TF,True
1175,Foxk1,Foxk1,TF,True
1176,Creb3,Creb3,TF,True
1177,Zbtb32,Zbtb32,TF,True
1178,Zhx3,Zhx3,TF,True
1179,Etv2,Etv2,TF,True
1180,Zfp281,Zfp281,TF,True
1181,Nr5a2,Nr5a2,TF,True
1182,Nfic,Nfic,TF,True
1183,Zfp551,Zfp551,TF,True
1184,Zfp606,Zfp606,TF,True
1185,Pax5,Pax5,TF,True
1186,Zbtb5,Zbtb5,TF,True
1187,Pax8,Pax8,TF,True
1188,Zfp11,Zfp11,TF,True
1189,Gm10778,Gm10778,TF,True
1190,Zfp433,Zfp433,TF,True
1191,Gm4767,Gm4767,TF,True
1192,Gm32687,Gm32687,TF,True
1193,Zscan18,Zscan18,TF,True
1194,Zfp873,Zfp873,TF,True
1195,BC024063,BC024063,TF,True
1196,AU041133,AU041133,TF,True
1197,Zfp329,Zfp329,TF,True
1198,Zfp938,Zfp938,TF,True
1199,Gm4924,Gm4924,TF,True
1200,Nfyb,Nfyb,TF,True
1201,Sox17,Sox17,TF,True
1202,Zfp128,Zfp128,TF,True
1203,Zscan22,Zscan22,TF,True
1204,Zfp324,Zfp324,TF,True
1205,Ikzf5,Ikzf5,TF,True
1206,Foxe1,Foxe1,TF,True
1207,Hmx3,Hmx3,TF,True
1208,Hmx2,Hmx2,TF,True
1209,Pou2f2,Pou2f2,TF,True
1210,Gtf2i,Gtf2i,TF,True
1211,Nr4a3,Nr4a3,TF,True
1212,Zfp526,Zfp526,TF,True
1213,Zfp189,Zfp189,TF,True
1214,Erf,Erf,TF,True
1215,Gtf2ird1,Gtf2ird1,TF,True
1216,Bcl6b,Bcl6b,TF,True
1217,Tal2,Tal2,TF,True
1218,Nkx1-2,Nkx1-2,TF,True
1219,Myod1,Myod1,TF,True
1220,Mybl2,Mybl2,TF,True
1221,Hsf5,Hsf5,TF,True
1222,Arid3c,Arid3c,TF,True
1223,Pou3f3,Pou3f3,TF,True
1224,Lhx9,Lhx9,TF,True
1225,Alx4,Alx4,TF,True
1226,Hnf4a,Hnf4a,TF,True
1227,Cic,Cic,TF,True
1228,Zbtb41,Zbtb41,TF,True
1229,Zbtb49,Zbtb49,TF,True
1230,Nhlh1,Nhlh1,TF,True
1231,Vezf1,Vezf1,TF,True
1232,Neurod1,Neurod1,TF,True
1233,St18,St18,TF,True
1234,Rbpjl,Rbpjl,TF,True
1235,Ciao1,Ciao1,TF,True
1236,Usf2,Usf2,TF,True
1237,Preb,Preb,TF,True
1238,Tcf23,Tcf23,TF,True
1239,Rbak,Rbak,TF,True
1240,Zfp12,Zfp12,TF,True
1241,Zfp853,Zfp853,TF,True
1242,Foxi2,Foxi2,TF,True
1243,Xbp1,Xbp1,TF,True
1244,Hlf,Hlf,TF,True
1245,Arap1,Arap1,TF,True
1246,Kcnip3,Kcnip3,TF,True
1247,Sox9,Sox9,TF,True
1248,Ifi206,Ifi206,TF,True
1249,Ifi207,Ifi207,TF,True
1250,Ifi204,Ifi204,TF,True
1251,E2f8,E2f8,TF,True
1252,Aebp1,Aebp1,TF,True
1253,Zfp661,Zfp661,TF,True
1254,Dbx1,Dbx1,TF,True
1255,Ebf3,Ebf3,TF,True
1256,Zfp3,Zfp3,TF,True
1257,Phox2a,Phox2a,TF,True
1258,Zc3h8,Zc3h8,TF,True
1259,Nkx6-2,Nkx6-2,TF,True
1260,Ehf,Ehf,TF,True
1261,Elf5,Elf5,TF,True
1262,Usf1,Usf1,TF,True
1263,Tstd1,Tstd1,TF,True
1264,Fev,Fev,TF,True
1265,Purb,Purb,TF,True
1266,Cebpg,Cebpg,TF,True
1267,Cebpa,Cebpa,TF,True
1268,Sox13,Sox13,TF,True
1269,Zfp663,Zfp663,TF,True
1270,Irf6,Irf6,TF,True
1271,Zfp334,Zfp334,TF,True
1272,Ebf4,Ebf4,TF,True
1273,Ikzf1,Ikzf1,TF,True
1274,Zfp941,Zfp941,TF,True
1275,Zfp507,Zfp507,TF,True
1276,Zkscan2,Zkscan2,TF,True
1277,Zfp536,Zfp536,TF,True
1278,Wt1,Wt1,TF,True
1279,Zfp735,Zfp735,TF,True
1280,Zfp616,Zfp616,TF,True
1281,Dlx3,Dlx3,TF,True
1282,Dlx4,Dlx4,TF,True
1283,Meis1,Meis1,TF,True
1284,Zfp619,Zfp619,TF,True
1285,Irf7,Irf7,TF,True
1286,Mnt,Mnt,TF,True
1287,Deaf1,Deaf1,TF,True
1288,Zfp652,Zfp652,TF,True
1289,Pax6,Pax6,TF,True
1290,Otx1,Otx1,TF,True
1291,Hoxb13,Hoxb13,TF,True
1292,Hoxb9,Hoxb9,TF,True
1293,Hoxb8,Hoxb8,TF,True
1294,Hoxb7,Hoxb7,TF,True
1295,Hoxb6,Hoxb6,TF,True
1296,Hoxb5,Hoxb5,TF,True
1297,Hoxb4,Hoxb4,TF,True
1298,Snai1,Snai1,TF,True
1299,Hoxb3,Hoxb3,TF,True
1300,Hoxb2,Hoxb2,TF,True
1301,Hoxb1,Hoxb1,TF,True
1302,Cebpb,Cebpb,TF,True
1303,Nfe2l1,Nfe2l1,TF,True
1304,Sp2,Sp2,TF,True
1305,Sp6,Sp6,TF,True
1306,Tbx21,Tbx21,TF,True
1307,Zbtb34,Zbtb34,TF,True
1308,Ascl2,Ascl2,TF,True
1309,Tlx3,Tlx3,TF,True
1310,Hic1,Hic1,TF,True
1311,Lmx1b,Lmx1b,TF,True
1312,Nfatc2,Nfatc2,TF,True
1313,Pbx3,Pbx3,TF,True
1314,Bmyc,Bmyc,TF,True
1315,Sohlh1,Sohlh1,TF,True
1316,Msx3,Msx3,TF,True
1317,Zfp446,Zfp446,TF,True
1318,Zbtb45,Zbtb45,TF,True
1319,Mzf1,Mzf1,TF,True
1320,Zfp954,Zfp954,TF,True
1321,Zfp773,Zfp773,TF,True
1322,Meis3,Meis3,TF,True
1323,Sall4,Sall4,TF,True
1324,Tshz2,Tshz2,TF,True
1325,Zfp217,Zfp217,TF,True
1326,Tfap2c,Tfap2c,TF,True
1327,Ctcfl,Ctcfl,TF,True
1328,Nacc2,Nacc2,TF,True
1329,Lhx3,Lhx3,TF,True
1330,Zfp770,Zfp770,TF,True
1331,Meis2,Meis2,TF,True
1332,Ovol2,Ovol2,TF,True
1333,Lhx6,Lhx6,TF,True
1334,Insm1,Insm1,TF,True
1335,Zbtb6,Zbtb6,TF,True
1336,Zbtb26,Zbtb26,TF,True
1337,Nkx2-4,Nkx2-4,TF,True
1338,Nkx2-2,Nkx2-2,TF,True
1339,Pax1,Pax1,TF,True
1340,Foxa2,Foxa2,TF,True
1341,Gzf1,Gzf1,TF,True
1342,Zfp120,Zfp120,TF,True
1343,Gm10770,Gm10770,TF,True
1344,Gm14139,Gm14139,TF,True
1345,Zfp937,Zfp937,TF,True
1346,Gm21994,Gm21994,TF,True
1347,Gm14124,Gm14124,TF,True
1348,Zfp442,Zfp442,TF,True
1349,Zfp345,Zfp345,TF,True
1350,Vsx1,Vsx1,TF,True
1351,Lhx2,Lhx2,TF,True
1352,Nr5a1,Nr5a1,TF,True
1353,Nr6a1,Nr6a1,TF,True
1354,Zeb2,Zeb2,TF,True
1355,Nr4a2,Nr4a2,TF,True
1356,Tbr1,Tbr1,TF,True
1357,Egfl7,Mir126a,MiRNA_HG,True
1358,AC124108.1,Mir135b,MiRNA_HG,True
1359,Gm27029,Mir6929,MiRNA_HG,True
1360,Acvr1b,Mir6962,MiRNA_HG,True
1361,Syne2,Mir5101,MiRNA_HG,True
1362,Cep170,Mir350,MiRNA_HG,True
1363,Tlcd2,Mir22,MiRNA_HG,True
1364,Myh7b,Mir499,MiRNA_HG,True
1365,Copz2,Mir152,MiRNA_HG,True
1366,F630028O10Rik,Mir223,MiRNA_HG,True
1367,Gm28119,Mir125b-1,MiRNA_HG,True
1368,Itga5,Mir6963,MiRNA_HG,True
1369,Fam114a1,Mir574,MiRNA_HG,True
1370,Atp9a,Mir7004,MiRNA_HG,True
1371,C130071C03Rik,Mir9-2,MiRNA_HG,True
1372,Lpp,Mir28a,MiRNA_HG,True
1374,Grtp1,Mir1968,MiRNA_HG,True
1375,Myh7,Mir208b,MiRNA_HG,True
1376,Ptges3l,Mir6929,MiRNA_HG,True
1377,Ttc28,Mir701,MiRNA_HG,True
1378,Snhg20,Mir6516,MiRNA_HG,True
1379,Troap,Mir6960,MiRNA_HG,True
1380,Alg10b,Mir7648,MiRNA_HG,True
1381,Cfb,Mir6972,MiRNA_HG,True
1382,C2cd2,Mir6964,MiRNA_HG,True
1383,Chm,Mir361,MiRNA_HG,True
1384,Glce,Mir5133,MiRNA_HG,True
1385,Add1,Mir7036b,MiRNA_HG,True
1386,Atp6v0a1,Mir6928,MiRNA_HG,True
1387,Samd4b,Mir7049,MiRNA_HG,True
1388,Raver1,Mir7082,MiRNA_HG,True
1389,Pink1,Mir7019,MiRNA_HG,True
1390,Tatdn2,Mir7042,MiRNA_HG,True
1391,Ncl,mmu-mir-3535,MiRNA_HG,True
1392,Dock5,Mir6539,MiRNA_HG,True
1393,Pak4,Mir7049,MiRNA_HG,True
1394,AL805899.1,Mir31,MiRNA_HG,True
1395,Sbf1,Mir6959,MiRNA_HG,True
1396,Rpl13a,Mir5121,MiRNA_HG,True
1397,Itpk1,Mir1936,MiRNA_HG,True
1398,B3galt1,Mir7224,MiRNA_HG,True
1399,Smurf1,Mir7039,MiRNA_HG,True
1400,Myh3,Mir6923,MiRNA_HG,True
1401,Oaz1,Mir1982,MiRNA_HG,True
1402,Adam19,Mir8100,MiRNA_HG,True
1403,Scd2,Mir5114,MiRNA_HG,True
1404,Trmt1l,Mir7682,MiRNA_HG,True
1405,Tbkbp1,Mir7235,MiRNA_HG,True
1406,Akt1,Mir6939,MiRNA_HG,True
1407,Gap43,Mir6540,MiRNA_HG,True
1408,P2rx7,Mir8115,MiRNA_HG,True
1409,Xkr6,Mir598,MiRNA_HG,True
1410,Mgat4b,Mir6919,MiRNA_HG,True
1412,Cdk17,Mir1931,MiRNA_HG,True
1413,Anxa5,Mir7009,MiRNA_HG,True
1414,Slit2,Mir218-1,MiRNA_HG,True
1415,Irak1,Mir5132,MiRNA_HG,True
1416,Wdfy2,Mir8098,MiRNA_HG,True
1417,Tectb,Mir6715,MiRNA_HG,True
1418,Ecm1,Mir7014,MiRNA_HG,True
1419,Ddhd1,Mir5131,MiRNA_HG,True
1420,Plxnb2,Mir7118,MiRNA_HG,True
1421,Rasa4,Mir7035,MiRNA_HG,True
1422,Slc9a1,Mir5122,MiRNA_HG,True
1423,Ints1,Mir7037,MiRNA_HG,True
1424,Fads1,Mir6993,MiRNA_HG,True
1425,Pank2,Mir103-2,MiRNA_HG,True
1426,Mroh1,Mir6954,MiRNA_HG,True
1427,AA467197,Mir147,MiRNA_HG,True
1428,Acly,Mir7116,MiRNA_HG,True
1429,Ripor1,Mir1966,MiRNA_HG,True
