,gene_name,display_name,biotype,keep
1430,Anxa2,Mir3109,MiRNA_HG,True
1431,C3,Mir6978,MiRNA_HG,True
1433,Plod3,Mir702,MiRNA_HG,True
1434,Patl1,Mir6994,MiRNA_HG,True
1435,Pank3,Mir103-1,MiRNA_HG,True
1436,Slc17a7,Mir7055,MiRNA_HG,True
1437,Ugp2,Mir1933,MiRNA_HG,True
1438,Gm35853,Mir1941,MiRNA_HG,True
1439,Smap2,Mir7015,MiRNA_HG,True
1440,Plekha1,Mir7061,MiRNA_HG,True
1441,Cd74,Mir5107,MiRNA_HG,True
1442,Pgs1,Mir6933,MiRNA_HG,True
1443,Tmem94,Mir5621,MiRNA_HG,True
1444,Tkt,Mir3076,MiRNA_HG,True
1445,Rcan3,Mir700,MiRNA_HG,True
1446,Gm17494,Mir760,MiRNA_HG,True
1447,Pank1,Mir107,MiRNA_HG,True
1448,Col27a1,Mir455,MiRNA_HG,True
1449,D030055H07Rik,Mir135a-1,MiRNA_HG,True
1450,Sgcz,Mir383,MiRNA_HG,True
1451,Dbn1,Mir6944,MiRNA_HG,True
1452,Wasf2,Mir7017,MiRNA_HG,True
1453,Dennd6b,Mir6958,MiRNA_HG,True
1454,Sptan1,Mir6997,MiRNA_HG,True
1455,Jag2,Mir6941,MiRNA_HG,True
1456,Tango2,Mir185,MiRNA_HG,True
1457,Rabac1,Mir7046,MiRNA_HG,True
1458,Eml2,Mir330,MiRNA_HG,True
1459,2210011C24Rik,Mir1199,MiRNA_HG,True
1460,Baiap3,Mir3547,MiRNA_HG,True
1461,Gpc1,Mir149,MiRNA_HG,True
1462,Trpm1,Mir211,MiRNA_HG,True
1463,Shank2,Mir3105,MiRNA_HG,True
1464,Hip1r,Mir7032,MiRNA_HG,True
1465,Narfl,Mir6966,MiRNA_HG,True
1466,Apba3,Mir3057,MiRNA_HG,True
1467,Gm49394,Mir483,MiRNA_HG,True
1468,Boc,Mir3081,MiRNA_HG,True
1469,Rgs12,Mir3097,MiRNA_HG,True
1470,Gm2044,Mir202,MiRNA_HG,True
1471,Cnot1,Mir7073,MiRNA_HG,True
1472,Dohh,Mir6913,MiRNA_HG,True
1473,Ndufa10,Mir6900,MiRNA_HG,True
1474,Smoc1,Mir3067,MiRNA_HG,True
1475,Ryr1,Mir1963,MiRNA_HG,True
1476,Vmp1,Mir21a,MiRNA_HG,True
1477,Ank,Mir7117,MiRNA_HG,True
1478,AC157910.3,Mir122,MiRNA_HG,True
1479,Nexmif,Mir672,MiRNA_HG,True
1480,Map4k2,Mir6989,MiRNA_HG,True
1481,Tbc1d16,Mir6934,MiRNA_HG,True
1482,Klhl3,Mir874,MiRNA_HG,True
1483,Rabgap1l,Mir1927,MiRNA_HG,True
1484,Chrm2,Mir490,MiRNA_HG,True
1485,Fgf13,Mir504,MiRNA_HG,True
1486,2010111I01Rik,Mir23b,MiRNA_HG,True
1487,2610318N02Rik,Mir301b,MiRNA_HG,True
1488,2700081O15Rik,Mir6991,MiRNA_HG,True
1489,A330023F24Rik,Mir29c,MiRNA_HG,True
1490,A430106G13Rik,Mir181b-1,MiRNA_HG,True
1491,Arpp21,Mir128-2,MiRNA_HG,True
1492,Astn1,Mir488,MiRNA_HG,True
1493,Calcr,Mir653,MiRNA_HG,True
1494,Cdc20b,Mir449b,MiRNA_HG,True
1495,Clcn5,Mir188,MiRNA_HG,True
1496,Dio3os,Mir1247,MiRNA_HG,True
1497,Dock6,Mir7083,MiRNA_HG,True
1498,Evl,Mir342,MiRNA_HG,True
1499,Gabre,Mir224,MiRNA_HG,True
1500,Gm16863,Mir7680,MiRNA_HG,True
1501,Gm28653,Mir206,MiRNA_HG,True
1502,Gm4258,Mir181a-1,MiRNA_HG,True
1503,Gm49317,Mir100,MiRNA_HG,True
1504,Gucy1a1,Mir7010,MiRNA_HG,True
1506,Htr2c,Mir1298,MiRNA_HG,True
1507,Igf2,Mir483,MiRNA_HG,True
1508,Josd2,Mir7052,MiRNA_HG,True
1509,Mest,Mir335,MiRNA_HG,True
1510,Mir124-2hg,Mir124a-2,MiRNA_HG,True
1511,Mir124a-1hg,Mir124a-1,MiRNA_HG,True
1512,Mir133a-1hg,Mir133a-1,MiRNA_HG,True
1513,Mir155hg,Mir155,MiRNA_HG,True
1514,Mir17hg,Mir19b-1,MiRNA_HG,True
1515,Mir22hg,Mir22,MiRNA_HG,True
1516,Mir670hg,Mir670,MiRNA_HG,True
1517,Mir9-3hg,Mir9-3,MiRNA_HG,True
1518,Mir99ahg,Mir125b-2,MiRNA_HG,True
1519,Mirg,Mir134,MiRNA_HG,True
1520,Nanos3,Mir181d,MiRNA_HG,True
1521,Nav1,Mir1231,MiRNA_HG,True
1523,Pde2a,Mir139,MiRNA_HG,True
1524,Pdlim7,Mir6945,MiRNA_HG,True
1526,Sh2b3,Mir7031,MiRNA_HG,True
1527,Tmem164,Mir652,MiRNA_HG,True
1528,Trpm3,Mir204,MiRNA_HG,True
1529,Ttll10,Mir429,MiRNA_HG,True
1531,Brca2,Brca2,HAT,True
1532,Cdyl,Cdyl,HAT,True
1533,Crebbp,Crebbp,HAT,True
1534,Gtf2b,Gtf2b,HAT,True
1535,Gtf3c4,Gtf3c4,HAT,True
1536,Hat1,Hat1,HAT,True
1537,Kat2a,Kat2a,HAT,True
1538,Kat2b,Kat2b,HAT,True
1539,Kat5,Kat5,HAT,True
1540,Kat6a,Kat6a,HAT,True
1541,Kat6b,Kat6b,HAT,True
1542,Kat7,Kat7,HAT,True
1543,Kat8,Kat8,HAT,True
1544,Kat14,Kat14,HAT,True
1545,Mcm3ap,Mcm3ap,HAT,True
1547,Mettl8,Mettl8,HAT,True
1548,Msl3,Msl3,HAT,True
1549,Naa40,Naa40,HAT,True
1550,Naa50,Naa50,HAT,True
1551,Naa60,Naa60,HAT,True
1552,Nat8f3,Nat8f3,HAT,True
1553,Nat8f7,Nat8f7,HAT,True
1554,Ncoa1,Ncoa1,HAT,True
1555,Ncoa3,Ncoa3,HAT,True
1556,Oga,Oga,HAT,True
1557,Tada2a,Tada2a,HAT,True
1558,Taf1,Taf1,HAT,True
1559,Atxn3,Atxn3,HDAC,True
1560,Hdac1,Hdac1,HDAC,True
1561,Hdac2,Hdac2,HDAC,True
1562,Hdac3,Hdac3,HDAC,True
1563,Hdac4,Hdac4,HDAC,True
1564,Hdac5,Hdac5,HDAC,True
1565,Hdac6,Hdac6,HDAC,True
1566,Hdac7,Hdac7,HDAC,True
1567,Hdac8,Hdac8,HDAC,True
1568,Hdac9,Hdac9,HDAC,True
1569,Hdac10,Hdac10,HDAC,True
1570,Hdac11,Hdac11,HDAC,True
1571,Mier1,Mier1,HDAC,True
1572,Mier2,Mier2,HDAC,True
1573,Mta2,Mta2,HDAC,True
1574,Sirt1,Sirt1,HDAC,True
1575,Sirt2,Sirt2,HDAC,True
1576,Sirt3,Sirt3,HDAC,True
1577,Sirt6,Sirt6,HDAC,True
1578,Sirt7,Sirt7,HDAC,True
1579,Suds3,Suds3,HDAC,True
1580,Ash1l,Ash1l,HMT,True
1581,Ash2l,Ash2l,HMT,True
1582,Carm1,Carm1,HMT,True
1583,Cxxc1,Cxxc1,HMT,True
1584,Dot1l,Dot1l,HMT,True
1585,Eed,Eed,HMT,True
1586,Ehmt1,Ehmt1,HMT,True
1587,Ehmt2,Ehmt2,HMT,True
1588,Ezh1,Ezh1,HMT,True
1589,Ezh2,Ezh2,HMT,True
1590,Fbl,Fbl,HMT,True
1591,Fbll1,Fbll1,HMT,True
1592,Jarid2,Jarid2,HMT,True
1593,Kmt2a,Kmt2a,HMT,True
1594,Kmt2b,Kmt2b,HMT,True
1595,Kmt2c,Kmt2c,HMT,True
1596,Kmt5a,Kmt5a,HMT,True
1597,Kmt5b,Kmt5b,HMT,True
1598,Kmt5c,Kmt5c,HMT,True
1599,Mettl23,Mettl23,HMT,True
1600,N6amt1,N6amt1,HMT,True
1601,Nsd1,Nsd1,HMT,True
1602,Nsd2,Nsd2,HMT,True
1603,Nsd3,Nsd3,HMT,True
1604,Ntmt1,Ntmt1,HMT,True
1605,Prdm6,Prdm6,HMT,True
1606,Prdm8,Prdm8,HMT,True
1607,Prdm9,Prdm9,HMT,True
1608,Prdm13,Prdm13,HMT,True
1609,Prmt1,Prmt1,HMT,True
1610,Prmt2,Prmt2,HMT,True
1611,Prmt5,Prmt5,HMT,True
1612,Prmt6,Prmt6,HMT,True
1613,Prmt7,Prmt7,HMT,True
1614,Prmt8,Prmt8,HMT,True
1615,Rbbp5,Rbbp5,HMT,True
1616,Setbp1,Setbp1,HMT,True
1617,Setd1a,Setd1a,HMT,True
1618,Setd1b,Setd1b,HMT,True
1619,Setd2,Setd2,HMT,True
1620,Setd3,Setd3,HMT,True
1621,Setd4,Setd4,HMT,True
1622,Setd5,Setd5,HMT,True
1623,Setd7,Setd7,HMT,True
1624,Setdb1,Setdb1,HMT,True
1625,Setdb2,Setdb2,HMT,True
1626,Setmar,Setmar,HMT,True
1627,Smyd1,Smyd1,HMT,True
1628,Smyd2,Smyd2,HMT,True
1629,Smyd3,Smyd3,HMT,True
1630,Smyd5,Smyd5,HMT,True
1631,Suv39h1,Suv39h1,HMT,True
1632,Suv39h2,Suv39h2,HMT,True
1633,Fbxl19,Fbxl19,HDM,True
1634,Hr,Hr,HDM,True
1636,Jmjd1c,Jmjd1c,HDM,True
1637,Jmjd6,Jmjd6,HDM,True
1638,Kdm1a,Kdm1a,HDM,True
1639,Kdm1b,Kdm1b,HDM,True
1640,Kdm2a,Kdm2a,HDM,True
1641,Kdm2b,Kdm2b,HDM,True
1642,Kdm3a,Kdm3a,HDM,True
1643,Kdm3b,Kdm3b,HDM,True
1644,Kdm4a,Kdm4a,HDM,True
1645,Kdm4b,Kdm4b,HDM,True
1646,Kdm4c,Kdm4c,HDM,True
1647,Kdm4d,Kdm4d,HDM,True
1648,Kdm4dl,Kdm4dl,HDM,True
1649,Kdm5a,Kdm5a,HDM,True
1650,Kdm5b,Kdm5b,HDM,True
1651,Kdm5c,Kdm5c,HDM,True
1652,Kdm5d,Kdm5d,HDM,True
1653,Kdm6a,Kdm6a,HDM,True
1654,Kdm6b,Kdm6b,HDM,True
1655,Kdm7a,Kdm7a,HDM,True
1656,Kdm8,Kdm8,HDM,True
1657,Phf2,Phf2,HDM,True
1658,Phf8,Phf8,HDM,True
1659,Bclaf1,Bclaf1,Mediator,True
1660,Bclaf3,Bclaf3,Mediator,True
1661,Ccnc,Ccnc,Mediator,True
1662,Cdk4,Cdk4,Mediator,True
1663,Cdk6,Cdk6,Mediator,True
1664,Cdk8,Cdk8,Mediator,True
1665,Cdk9,Cdk9,Mediator,True
1666,Cdk19,Cdk19,Mediator,True
1667,Gm20517,Gm20517,Mediator,True
1668,Med1,Med1,Mediator,True
1669,Med4,Med4,Mediator,True
1670,Med6,Med6,Mediator,True
1671,Med7,Med7,Mediator,True
1672,Med8,Med8,Mediator,True
1673,Med9,Med9,Mediator,True
1674,Med10,Med10,Mediator,True
1675,Med11,Med11,Mediator,True
1676,Med12,Med12,Mediator,True
1677,Med12l,Med12l,Mediator,True
1678,Med13,Med13,Mediator,True
1679,Med13l,Med13l,Mediator,True
1680,Med14,Med14,Mediator,True
1681,Med15,Med15,Mediator,True
1682,Med16,Med16,Mediator,True
1683,Med17,Med17,Mediator,True
1684,Med18,Med18,Mediator,True
1685,Med19,Med19,Mediator,True
1686,Med20,Med20,Mediator,True
1687,Med21,Med21,Mediator,True
1688,Med22,Med22,Mediator,True
1689,Med23,Med23,Mediator,True
1690,Med24,Med24,Mediator,True
1691,Med25,Med25,Mediator,True
1692,Med26,Med26,Mediator,True
1693,Med27,Med27,Mediator,True
1694,Med28,Med28,Mediator,True
1695,Med29,Med29,Mediator,True
1696,Med30,Med30,Mediator,True
1697,Med31,Med31,Mediator,True
1698,Ppargc1b,Ppargc1b,Mediator,True
1699,Thrap3,Thrap3,Mediator,True
1700,Atf7ip,Atf7ip,TAF,True
1702,Bdp1,Bdp1,TAF,True
1703,Brf1,Brf1,TAF,True
1704,Brf2,Brf2,TAF,True
1705,Cand1,Cand1,TAF,True
1706,Cavin1,Cavin1,TAF,True
1707,Ccnh,Ccnh,TAF,True
1708,Cdk7,Cdk7,TAF,True
1709,Crcp,Crcp,TAF,True
1710,Ctnnbip1,Ctnnbip1,TAF,True
1711,Dhx36,Dhx36,TAF,True
1712,Dr1,Dr1,TAF,True
1713,Elob,Elob,TAF,True
1714,Eloc,Eloc,TAF,True
1715,Ercc1,Ercc1,TAF,True
1716,Ercc3,Ercc3,TAF,True
1717,Ercc6,Ercc6,TAF,True
1718,Gtf2a1,Gtf2a1,TAF,True
1719,Gtf2a1l,Gtf2a1l,TAF,True
1720,Gtf2a2,Gtf2a2,TAF,True
1722,Gtf2e1,Gtf2e1,TAF,True
1723,Gtf2e2,Gtf2e2,TAF,True
1724,Gtf2f1,Gtf2f1,TAF,True
1725,Gtf2f2,Gtf2f2,TAF,True
1726,Gtf2h5,Gtf2h5,TAF,True
1727,Gtf3c1,Gtf3c1,TAF,True
1729,Gtf3c5,Gtf3c5,TAF,True
1730,Hmgb1,Hmgb1,TAF,True
1731,Lipe,Lipe,TAF,True
1760,Morc1,Morc1,TAF,True
1761,Mterf1b,Mterf1b,TAF,True
1762,Ncoa6,Ncoa6,TAF,True
1763,Paxip1,Paxip1,TAF,True
1764,Polr1e,Polr1e,TAF,True
1765,Polr1f,Polr1f,TAF,True
1766,Polr2d,Polr2d,TAF,True
1767,Polr2g,Polr2g,TAF,True
1768,Polr2i,Polr2i,TAF,True
1769,Polr3h,Polr3h,TAF,True
1770,Polrmt,Polrmt,TAF,True
1771,Psmc6,Psmc6,TAF,True
1772,Pwwp2a,Pwwp2a,TAF,True
1773,Rrn3,Rrn3,TAF,True
1774,Rsf1,Rsf1,TAF,True
1775,Setx,Setx,TAF,True
1776,Smarca5,Smarca5,TAF,True
1777,Snapc5,Snapc5,TAF,True
1778,Sub1,Sub1,TAF,True
1780,Taf1b,Taf1b,TAF,True
1781,Taf2,Taf2,TAF,True
1782,Taf3,Taf3,TAF,True
1783,Taf4,Taf4,TAF,True
1784,Taf4b,Taf4b,TAF,True
1785,Taf5,Taf5,TAF,True
1786,Taf6,Taf6,TAF,True
1787,Taf6l,Taf6l,TAF,True
1788,Taf7,Taf7,TAF,True
1789,Taf7l,Taf7l,TAF,True
1790,Taf7l2,Taf7l2,TAF,True
1791,Taf8,Taf8,TAF,True
1792,Taf9,Taf9,TAF,True
1793,Taf9b,Taf9b,TAF,True
1794,Taf10,Taf10,TAF,True
1795,Taf11,Taf11,TAF,True
1796,Taf12,Taf12,TAF,True
1797,Taf13,Taf13,TAF,True
1798,Tbp,Tbp,TAF,True
1799,Tbpl1,Tbpl1,TAF,True
1800,Tbpl2,Tbpl2,TAF,True
1801,Ttf1,Ttf1,TAF,True
1802,Ubtf,Ubtf,TAF,True
1803,Wnt10b,Wnt10b,TAF,True
1804,Xpa,Xpa,TAF,True
1805,Zfp451,Zfp451,TAF,True
1806,Actl6a,Actl6a,Chromatin_binding,True
1807,Actl6b,Actl6b,Chromatin_binding,True
1808,Actn4,Actn4,Chromatin_binding,True
1809,Actr6,Actr6,Chromatin_binding,True
1810,Actrt1,Actrt1,Chromatin_binding,True
1811,Adnp,Adnp,Chromatin_binding,True
1812,Aire,Aire,Chromatin_binding,True
1813,Ajuba,Ajuba,Chromatin_binding,True
1814,Akap8,Akap8,Chromatin_binding,True
1815,Ankrd2,Ankrd2,Chromatin_binding,True
1816,Ankrd17,Ankrd17,Chromatin_binding,True
1817,Apbb1,Apbb1,Chromatin_binding,True
1818,Apex1,Apex1,Chromatin_binding,True
1819,App,App,Chromatin_binding,True
1820,Aptx,Aptx,Chromatin_binding,True
1821,Arid1a,Arid1a,Chromatin_binding,True
1822,Arid1b,Arid1b,Chromatin_binding,True
1823,Arid3a,Arid3a,Chromatin_binding,True
1824,Arid5a,Arid5a,Chromatin_binding,True
1825,Asf1a,Asf1a,Chromatin_binding,True
1827,Asxl1,Asxl1,Chromatin_binding,True
1828,Asxl2,Asxl2,Chromatin_binding,True
1829,Asxl3,Asxl3,Chromatin_binding,True
1830,Atad2,Atad2,Chromatin_binding,True
1831,Atad2b,Atad2b,Chromatin_binding,True
1832,Atrx,Atrx,Chromatin_binding,True
1833,Atxn1,Atxn1,Chromatin_binding,True
1834,Atxn7,Atxn7,Chromatin_binding,True
1835,Auts2,Auts2,Chromatin_binding,True
1836,Bahcc1,Bahcc1,Chromatin_binding,True
1837,Bahd1,Bahd1,Chromatin_binding,True
1838,Bap1,Bap1,Chromatin_binding,True
1839,Bcas3,Bcas3,Chromatin_binding,True
1840,Bend6,Bend6,Chromatin_binding,True
1841,Bmi1,Bmi1,Chromatin_binding,True
1842,Brca1,Brca1,Chromatin_binding,True
1843,Brd2,Brd2,Chromatin_binding,True
1844,Brd3,Brd3,Chromatin_binding,True
1845,Brd4,Brd4,Chromatin_binding,True
1846,Brip1,Brip1,Chromatin_binding,True
1847,Cabin1,Cabin1,Chromatin_binding,True
1848,Calcoco1,Calcoco1,Chromatin_binding,True
1849,Camta2,Camta2,Chromatin_binding,True
1850,Cbfa2t3,Cbfa2t3,Chromatin_binding,True
1851,Cbx1,Cbx1,Chromatin_binding,True
1852,Cbx2,Cbx2,Chromatin_binding,True
1853,Cbx3,Cbx3,Chromatin_binding,True
1854,Cbx4,Cbx4,Chromatin_binding,True
1855,Cbx5,Cbx5,Chromatin_binding,True
1856,Cbx7,Cbx7,Chromatin_binding,True
1857,Cbx8,Cbx8,Chromatin_binding,True
1858,Ccnt1,Ccnt1,Chromatin_binding,True
1859,Ccnt2,Ccnt2,Chromatin_binding,True
1860,Cdc6,Cdc6,Chromatin_binding,True
1861,Cdc45,Cdc45,Chromatin_binding,True
1862,Cdk1,Cdk1,Chromatin_binding,True
1864,Cdt1,Cdt1,Chromatin_binding,True
1866,Cenpb,Cenpb,Chromatin_binding,True
1867,Cenps,Cenps,Chromatin_binding,True
1868,Cgas,Cgas,Chromatin_binding,True
1869,Chd1,Chd1,Chromatin_binding,True
1870,Chd1l,Chd1l,Chromatin_binding,True
1871,Chd2,Chd2,Chromatin_binding,True
1872,Chd3,Chd3,Chromatin_binding,True
1873,Chd4,Chd4,Chromatin_binding,True
1874,Chd5,Chd5,Chromatin_binding,True
1875,Chd6,Chd6,Chromatin_binding,True
1876,Chd7,Chd7,Chromatin_binding,True
1877,Chd8,Chd8,Chromatin_binding,True
1878,Cited1,Cited1,Chromatin_binding,True
1879,Cited2,Cited2,Chromatin_binding,True
1880,Cks2,Cks2,Chromatin_binding,True
1881,Coq7,Coq7,Chromatin_binding,True
1882,Cramp1,Cramp1,Chromatin_binding,True
1884,Crtc2,Crtc2,Chromatin_binding,True
1885,Csnk2b,Csnk2b,Chromatin_binding,True
1886,Ctbp1,Ctbp1,Chromatin_binding,True
1887,Ctbp2,Ctbp2,Chromatin_binding,True
1888,Ctnnb1,Ctnnb1,Chromatin_binding,True
1889,Cys1,Cys1,Chromatin_binding,True
1890,Ddx1,Ddx1,Chromatin_binding,True
1891,Ddx5,Ddx5,Chromatin_binding,True
1892,Ddx11,Ddx11,Chromatin_binding,True
1893,Ddx17,Ddx17,Chromatin_binding,True
1894,Dhx9,Dhx9,Chromatin_binding,True
1895,Dhx30,Dhx30,Chromatin_binding,True
1896,Dnajc2,Dnajc2,Chromatin_binding,True
1897,Dnmt1,Dnmt1,Chromatin_binding,True
1898,Dnmt3a,Dnmt3a,Chromatin_binding,True
1899,Dnmt3b,Dnmt3b,Chromatin_binding,True
1900,Dnttip1,Dnttip1,Chromatin_binding,True
1901,Dppa2,Dppa2,Chromatin_binding,True
1902,Dppa4,Dppa4,Chromatin_binding,True
1903,Ecsit,Ecsit,Chromatin_binding,True
1905,Egfr,Egfr,Chromatin_binding,True
1907,Eny2,Eny2,Chromatin_binding,True
1908,Ep400,Ep400,Chromatin_binding,True
1909,Epop,Epop,Chromatin_binding,True
1912,Ercc4,Ercc4,Chromatin_binding,True
1914,Evx1os,Evx1os,Chromatin_binding,True
1915,Exo1,Exo1,Chromatin_binding,True
1916,Eya3,Eya3,Chromatin_binding,True
1919,Faap24,Faap24,Chromatin_binding,True
1920,Fabp1,Fabp1,Chromatin_binding,True
1921,Fancm,Fancm,Chromatin_binding,True
1922,Fcor,Fcor,Chromatin_binding,True
1923,Fmr1,Fmr1,Chromatin_binding,True
1924,Fus,Fus,Chromatin_binding,True
1925,Gadd45a,Gadd45a,Chromatin_binding,True
1926,Glyr1,Glyr1,Chromatin_binding,True
1927,Gm20379,Gm20379,Chromatin_binding,True
1928,Gmnc,Gmnc,Chromatin_binding,True
1929,Gper1,Gper1,Chromatin_binding,True
1930,Grwd1,Grwd1,Chromatin_binding,True
1933,Gtf2h1,Gtf2h1,Chromatin_binding,True
1934,H1f0,H1f0,Chromatin_binding,True
1935,H1f1,H1f1,Chromatin_binding,True
1936,H1f2,H1f2,Chromatin_binding,True
1937,H1f3,H1f3,Chromatin_binding,True
1938,H1f4,H1f4,Chromatin_binding,True
1939,H1f5,H1f5,Chromatin_binding,True
1940,H1f6,H1f6,Chromatin_binding,True
1941,H1f8,H1f8,Chromatin_binding,True
1942,H1f9,H1f9,Chromatin_binding,True
1943,H1f10,H1f10,Chromatin_binding,True
1944,H2az1,H2az1,Chromatin_binding,True
1945,H3c14,H3c14,Chromatin_binding,True
1946,H3f3a,H3f3a,Chromatin_binding,True
1947,H3f3b,H3f3b,Chromatin_binding,True
1948,Hcfc1,Hcfc1,Chromatin_binding,True
1956,Hdgfl2,Hdgfl2,Chromatin_binding,True
1957,Hdgfl3,Hdgfl3,Chromatin_binding,True
1958,Hells,Hells,Chromatin_binding,True
1959,Hira,Hira,Chromatin_binding,True
1960,Hmga1,Hmga1,Chromatin_binding,True
1961,Hmga2,Hmga2,Chromatin_binding,True
1962,Hmgn1,Hmgn1,Chromatin_binding,True
1963,Hmgn2,Hmgn2,Chromatin_binding,True
1964,Hmgn3,Hmgn3,Chromatin_binding,True
1965,Hmgn5,Hmgn5,Chromatin_binding,True
1966,Hnrnpd,Hnrnpd,Chromatin_binding,True
1967,Hnrnpu,Hnrnpu,Chromatin_binding,True
1968,Hp1bp3,Hp1bp3,Chromatin_binding,True
1969,Hpf1,Hpf1,Chromatin_binding,True
1971,Ift74,Ift74,Chromatin_binding,True
1972,Ing2,Ing2,Chromatin_binding,True
1973,Ing5,Ing5,Chromatin_binding,True
1980,Kcnq1ot1,Kcnq1ot1,Chromatin_binding,True
1990,Klhdc3,Klhdc3,Chromatin_binding,True
1994,L3mbtl1,L3mbtl1,Chromatin_binding,True
1995,L3mbtl2,L3mbtl2,Chromatin_binding,True
1996,L3mbtl3,L3mbtl3,Chromatin_binding,True
1997,L3mbtl4,L3mbtl4,Chromatin_binding,True
1998,Lcor,Lcor,Chromatin_binding,True
1999,Ldb1,Ldb1,Chromatin_binding,True
2000,Lemd2,Lemd2,Chromatin_binding,True
2001,Lemd3,Lemd3,Chromatin_binding,True
2002,Lmo2,Lmo2,Chromatin_binding,True
2003,Lrwd1,Lrwd1,Chromatin_binding,True
2004,Macroh2a1,Macroh2a1,Chromatin_binding,True
2005,Macroh2a2,Macroh2a2,Chromatin_binding,True
2006,Mapk15,Mapk15,Chromatin_binding,True
2007,Mbd1,Mbd1,Chromatin_binding,True
2008,Mbd2,Mbd2,Chromatin_binding,True
2009,Mbd3,Mbd3,Chromatin_binding,True
2010,Mbd5,Mbd5,Chromatin_binding,True
2011,Mbd6,Mbd6,Chromatin_binding,True
2012,Mbtd1,Mbtd1,Chromatin_binding,True
2014,Mcm8,Mcm8,Chromatin_binding,True
2015,Mcm9,Mcm9,Chromatin_binding,True
2016,Mcmbp,Mcmbp,Chromatin_binding,True
2019,Meiob,Meiob,Chromatin_binding,True
2020,Mexis,Mexis,Chromatin_binding,True
2021,Mir208b,Mir208b,Chromatin_binding,True
2022,Mkrn1,Mkrn1,Chromatin_binding,True
2023,Mlh1,Mlh1,Chromatin_binding,True
2024,Mlh3,Mlh3,Chromatin_binding,True
2025,Mllt3,Mllt3,Chromatin_binding,True
2026,Mllt6,Mllt6,Chromatin_binding,True
2027,Mllt10,Mllt10,Chromatin_binding,True
2028,Morc2a,Morc2a,Chromatin_binding,True
2029,Morc2b,Morc2b,Chromatin_binding,True
2030,Morf4l1,Morf4l1,Chromatin_binding,True
2031,Mphosph8,Mphosph8,Chromatin_binding,True
2032,Mrnip,Mrnip,Chromatin_binding,True
2033,Msh2,Msh2,Chromatin_binding,True
2034,Msh6,Msh6,Chromatin_binding,True
2035,Msl1,Msl1,Chromatin_binding,True
2036,Mta1,Mta1,Chromatin_binding,True
2038,Mta3,Mta3,Chromatin_binding,True
2039,Nap1l1,Nap1l1,Chromatin_binding,True
2040,Nap1l2,Nap1l2,Chromatin_binding,True
2041,Nap1l3,Nap1l3,Chromatin_binding,True
2042,Nap1l4,Nap1l4,Chromatin_binding,True
2043,Nap1l5,Nap1l5,Chromatin_binding,True
2044,Ncaph,Ncaph,Chromatin_binding,True
2045,Ncaph2,Ncaph2,Chromatin_binding,True
2047,Ncoa2,Ncoa2,Chromatin_binding,True
2049,Ncoa5,Ncoa5,Chromatin_binding,True
2051,Ncor1,Ncor1,Chromatin_binding,True
2052,Ncor2,Ncor2,Chromatin_binding,True
2053,Nelfa,Nelfa,Chromatin_binding,True
2054,Nelfe,Nelfe,Chromatin_binding,True
2055,Nipbl,Nipbl,Chromatin_binding,True
2056,Nkap,Nkap,Chromatin_binding,True
2057,Nkapl,Nkapl,Chromatin_binding,True
2058,Noc2l,Noc2l,Chromatin_binding,True
2059,Noc3l,Noc3l,Chromatin_binding,True
