,gene_name,display_name,biotype,keep
2700,Rlim,Rlim,Chromatin_organization,True
2703,Rnf40,Rnf40,Chromatin_organization,True
2705,Rrp8,Rrp8,Chromatin_organization,True
2706,Rsbn1,Rsbn1,Chromatin_organization,True
2708,Ruvbl1,Ruvbl1,Chromatin_organization,True
2711,Sart3,Sart3,Chromatin_organization,True
2713,Selenof,Selenof,Chromatin_organization,True
2725,Sgf29,Sgf29,Chromatin_organization,True
2726,Shprh,Shprh,Chromatin_organization,True
2736,Smarcb1,Smarcb1,Chromatin_organization,True
2740,Smarcd2,Smarcd2,Chromatin_organization,True
2742,Smarce1,Smarce1,Chromatin_organization,True
2743,Smchd1,Smchd1,Chromatin_organization,True
2748,Sphk2,Sphk2,Chromatin_organization,True
2749,Spin1,Spin1,Chromatin_organization,True
2750,Spty2d1,Spty2d1,Chromatin_organization,True
2751,Srpk2,Srpk2,Chromatin_organization,True
2752,Ss18,Ss18,Chromatin_organization,True
2756,Supt4a,Supt4a,Chromatin_organization,True
2757,Supt4b,Supt4b,Chromatin_organization,True
2763,Sycp1,Sycp1,Chromatin_organization,True
2764,Sycp3,Sycp3,Chromatin_organization,True
2768,Tbl1xr1,Tbl1xr1,Chromatin_organization,True
2769,Tdg,Tdg,Chromatin_organization,True
2771,Tet1,Tet1,Chromatin_organization,True
2772,Tet2,Tet2,Chromatin_organization,True
2773,Tet3,Tet3,Chromatin_organization,True
2774,Tex15,Tex15,Chromatin_organization,True
2775,Tfpt,Tfpt,Chromatin_organization,True
2776,Tlk1,Tlk1,Chromatin_organization,True
2777,Tlk2,Tlk2,Chromatin_organization,True
2778,Tnp1,Tnp1,Chromatin_organization,True
2779,Tnp2,Tnp2,Chromatin_organization,True
2780,Tonsl,Tonsl,Chromatin_organization,True
2784,Trim27,Trim27,Chromatin_organization,True
2786,Trrap,Trrap,Chromatin_organization,True
2787,Tsix,Tsix,Chromatin_organization,True
2792,Tssk6,Tssk6,Chromatin_organization,True
2795,Tti1,Tti1,Chromatin_organization,True
2796,Ubn1,Ubn1,Chromatin_organization,True
2797,Ubn2,Ubn2,Chromatin_organization,True
2798,Ubr2,Ubr2,Chromatin_organization,True
2800,Uchl5,Uchl5,Chromatin_organization,True
2801,Uhrf1,Uhrf1,Chromatin_organization,True
2802,Uimc1,Uimc1,Chromatin_organization,True
2804,Usp16,Usp16,Chromatin_organization,True
2805,Usp21,Usp21,Chromatin_organization,True
2806,Usp22,Usp22,Chromatin_organization,True
2807,Usp49,Usp49,Chromatin_organization,True
2808,Utp3,Utp3,Chromatin_organization,True
2810,Vps72,Vps72,Chromatin_organization,True
2814,Wdr5,Wdr5,Chromatin_organization,True
2815,Xist,Xist,Chromatin_organization,True
2816,Yeats2,Yeats2,Chromatin_organization,True
2817,Yeats4,Yeats4,Chromatin_organization,True
2818,Ythdc1,Ythdc1,Chromatin_organization,True
2819,Zdbf2,Zdbf2,Chromatin_organization,True
2820,Zfp42,Zfp42,Chromatin_organization,True
2821,Zfp335,Zfp335,Chromatin_organization,True
2824,Cenpa,Cenpa,Chromatin_component,True
2833,H2ac10,H2ac10,Chromatin_component,True
2834,H2ac12,H2ac12,Chromatin_component,True
2835,H2ac15,H2ac15,Chromatin_component,True
2836,H2ac20,H2ac20,Chromatin_component,True
2837,H2ac21,H2ac21,Chromatin_component,True
2839,H2aj,H2aj,Chromatin_component,True
2840,H2al1a,H2al1a,Chromatin_component,True
2841,H2al1c,H2al1c,Chromatin_component,True
2842,H2al1d,H2al1d,Chromatin_component,True
2843,H2al1f,H2al1f,Chromatin_component,True
2844,H2al1g,H2al1g,Chromatin_component,True
2845,H2al1h,H2al1h,Chromatin_component,True
2846,H2al1i,H2al1i,Chromatin_component,True
2848,H2ap,H2ap,Chromatin_component,True
2849,H2ax,H2ax,Chromatin_component,True
2851,H2az2,H2az2,Chromatin_component,True
2863,H4c1,H4c1,Chromatin_component,True
2864,H4c2,H4c2,Chromatin_component,True
2865,H4c3,H4c3,Chromatin_component,True
2866,H4c4,H4c4,Chromatin_component,True
2867,H4c6,H4c6,Chromatin_component,True
2868,H4c8,H4c8,Chromatin_component,True
2869,H4c9,H4c9,Chromatin_component,True
2870,H4c11,H4c11,Chromatin_component,True
2871,H4c12,H4c12,Chromatin_component,True
2873,H4c16,H4c16,Chromatin_component,True
2874,H4c17,H4c17,Chromatin_component,True
2875,H4c18,H4c18,Chromatin_component,True
2881,Actn1,Actn1,Transcription_regulator,True
2882,Actn2,Actn2,Transcription_regulator,True
2885,Aff1,Aff1,Transcription_regulator,True
2886,Ahdc1,Ahdc1,Transcription_regulator,True
2887,Ahrr,Ahrr,Transcription_regulator,True
2888,Aip,Aip,Transcription_regulator,True
2890,Akirin1,Akirin1,Transcription_regulator,True
2891,Akirin2,Akirin2,Transcription_regulator,True
2892,Ankrd1,Ankrd1,Transcription_regulator,True
2896,Arid5b,Arid5b,Transcription_regulator,True
2897,Arl2bp,Arl2bp,Transcription_regulator,True
2898,Arrb1,Arrb1,Transcription_regulator,True
2899,Asah1,Asah1,Transcription_regulator,True
2900,Ascc1,Ascc1,Transcription_regulator,True
2904,Atn1,Atn1,Transcription_regulator,True
2906,Basp1,Basp1,Transcription_regulator,True
2907,Bcl3,Bcl3,Transcription_regulator,True
2908,Bcl9,Bcl9,Transcription_regulator,True
2909,Bcl9l,Bcl9l,Transcription_regulator,True
2910,Bcl10,Bcl10,Transcription_regulator,True
2916,Birc2,Birc2,Transcription_regulator,True
2921,Btaf1,Btaf1,Transcription_regulator,True
2922,Btg2,Btg2,Transcription_regulator,True
2923,Bud31,Bud31,Transcription_regulator,True
2924,C1d,C1d,Transcription_regulator,True
2925,C1qbp,C1qbp,Transcription_regulator,True
2927,Camta1,Camta1,Transcription_regulator,True
2930,Casp8ap2,Casp8ap2,Transcription_regulator,True
2931,Cbfa2t2,Cbfa2t2,Transcription_regulator,True
2933,Cbfb,Cbfb,Transcription_regulator,True
2934,Ccar1,Ccar1,Transcription_regulator,True
2935,Ccar2,Ccar2,Transcription_regulator,True
2936,Ccdc62,Ccdc62,Transcription_regulator,True
2937,Ccdc124,Ccdc124,Transcription_regulator,True
2938,Ccnd1,Ccnd1,Transcription_regulator,True
2939,Cdca4,Cdca4,Transcription_regulator,True
2941,Cdyl2,Cdyl2,Transcription_regulator,True
2942,Cebpz,Cebpz,Transcription_regulator,True
2943,Cenpj,Cenpj,Transcription_regulator,True
2944,Cir1,Cir1,Transcription_regulator,True
2947,Cited4,Cited4,Transcription_regulator,True
2948,Cmtm2a,Cmtm2a,Transcription_regulator,True
2949,Cnot6,Cnot6,Transcription_regulator,True
2950,Cnot7,Cnot7,Transcription_regulator,True
2951,Cnot9,Cnot9,Transcription_regulator,True
2952,Cops2,Cops2,Transcription_regulator,True
2953,Cops5,Cops5,Transcription_regulator,True
2955,Crym,Crym,Transcription_regulator,True
2956,Csprs,Csprs,Transcription_regulator,True
2962,Dcaf6,Dcaf6,Transcription_regulator,True
2963,Dcc,Dcc,Transcription_regulator,True
2967,Ddx54,Ddx54,Transcription_regulator,True
2968,Dhrs7b,Dhrs7b,Transcription_regulator,True
2971,Dmrtc1a,Dmrtc1a,Transcription_regulator,True
2972,Dmrtc1b,Dmrtc1b,Transcription_regulator,True
2973,Dmrtc1c1,Dmrtc1c1,Transcription_regulator,True
2974,Dmtf1l,Dmtf1l,Transcription_regulator,True
2975,Dnajb1,Dnajb1,Transcription_regulator,True
2981,Drap1,Drap1,Transcription_regulator,True
2982,Drgx,Drgx,Transcription_regulator,True
2984,Dyrk1b,Dyrk1b,Transcription_regulator,True
2985,Eaf1,Eaf1,Transcription_regulator,True
2986,Eaf2,Eaf2,Transcription_regulator,True
2988,Edf1,Edf1,Transcription_regulator,True
2989,Eid1,Eid1,Transcription_regulator,True
2990,Eid2,Eid2,Transcription_regulator,True
2991,Eid2b,Eid2b,Transcription_regulator,True
2992,Elane,Elane,Transcription_regulator,True
2995,Ewsr1,Ewsr1,Transcription_regulator,True
2999,Fgf2,Fgf2,Transcription_regulator,True
3000,Fhl2,Fhl2,Transcription_regulator,True
3001,Fhl3,Fhl3,Transcription_regulator,True
3002,Fhl5,Fhl5,Transcription_regulator,True
3005,Gmnn,Gmnn,Transcription_regulator,True
3006,Gon4l,Gon4l,Transcription_regulator,True
3007,Gps2,Gps2,Transcription_regulator,True
3008,Hbp1,Hbp1,Transcription_regulator,True
3017,Hdgfl1,Hdgfl1,Transcription_regulator,True
3020,Helz2,Helz2,Transcription_regulator,True
3021,Hipk1,Hipk1,Transcription_regulator,True
3022,Hipk2,Hipk2,Transcription_regulator,True
3023,Hipk3,Hipk3,Transcription_regulator,True
3025,Hmga1b,Hmga1b,Transcription_regulator,True
3028,Hmgb2,Hmgb2,Transcription_regulator,True
3030,Homez,Homez,Transcription_regulator,True
3032,Hsbp1,Hsbp1,Transcription_regulator,True
3033,Hsbp1l1,Hsbp1l1,Transcription_regulator,True
3034,Hspa1a,Hspa1a,Transcription_regulator,True
3035,Hyal2,Hyal2,Transcription_regulator,True
3036,Id1,Id1,Transcription_regulator,True
3037,Id2,Id2,Transcription_regulator,True
3038,Id3,Id3,Transcription_regulator,True
3039,Id4,Id4,Transcription_regulator,True
3041,Irf2bp1,Irf2bp1,Transcription_regulator,True
3042,Irf2bp2,Irf2bp2,Transcription_regulator,True
3043,Irf2bpl,Irf2bpl,Transcription_regulator,True
3044,Jade1,Jade1,Transcription_regulator,True
3045,Jazf1,Jazf1,Transcription_regulator,True
3047,Jmy,Jmy,Transcription_regulator,True
3048,Jph2,Jph2,Transcription_regulator,True
3049,Jup,Jup,Transcription_regulator,True
3057,Kctd1,Kctd1,Transcription_regulator,True
3066,Klf9,Klf9,Transcription_regulator,True
3071,Ldb2,Ldb2,Transcription_regulator,True
3072,Limd1,Limd1,Transcription_regulator,True
3073,Lmcd1,Lmcd1,Transcription_regulator,True
3074,Lmo1,Lmo1,Transcription_regulator,True
3076,Lmo3,Lmo3,Transcription_regulator,True
3077,Lmo4,Lmo4,Transcription_regulator,True
3078,Lpin1,Lpin1,Transcription_regulator,True
3079,Lpin2,Lpin2,Transcription_regulator,True
3080,Lpin3,Lpin3,Transcription_regulator,True
3081,Lpxn,Lpxn,Transcription_regulator,True
3082,Maged1,Maged1,Transcription_regulator,True
3083,Mak,Mak,Transcription_regulator,True
3084,Maml1,Maml1,Transcription_regulator,True
3085,Maml2,Maml2,Transcription_regulator,True
3086,Maml3,Maml3,Transcription_regulator,True
3087,Mamstr,Mamstr,Transcription_regulator,True
3088,Map3k10,Map3k10,Transcription_regulator,True
3089,Mcidas,Mcidas,Transcription_regulator,True
3117,Mef2bl,Mef2bl,Transcription_regulator,True
3118,Mid2,Mid2,Transcription_regulator,True
3119,Mideas,Mideas,Transcription_regulator,True
3122,Mier3,Mier3,Transcription_regulator,True
3123,Mlip,Mlip,Transcription_regulator,True
3124,Mms19,Mms19,Transcription_regulator,True
3126,Mrtfb,Mrtfb,Transcription_regulator,True
3130,Mtdh,Mtdh,Transcription_regulator,True
3131,Muc1,Muc1,Transcription_regulator,True
3132,Mxd4,Mxd4,Transcription_regulator,True
3134,Mycbp,Mycbp,Transcription_regulator,True
3135,Myocd,Myocd,Transcription_regulator,True
3137,N4bp2l2,N4bp2l2,Transcription_regulator,True
3138,Nab1,Nab1,Transcription_regulator,True
3139,Nab2,Nab2,Transcription_regulator,True
3140,Naca,Naca,Transcription_regulator,True
3145,Ncoa7,Ncoa7,Transcription_regulator,True
3148,Neurog2,Neurog2,Transcription_regulator,True
3149,Niban2,Niban2,Transcription_regulator,True
3150,Nme2,Nme2,Transcription_regulator,True
3151,Nmi,Nmi,Transcription_regulator,True
3154,Npas3,Npas3,Transcription_regulator,True
3155,Npat,Npat,Transcription_regulator,True
3157,Nr0b1,Nr0b1,Transcription_regulator,True
3158,Nr0b2,Nr0b2,Transcription_regulator,True
3159,Nrbf2,Nrbf2,Transcription_regulator,True
3160,Nrg1,Nrg1,Transcription_regulator,True
3161,Nrip1,Nrip1,Transcription_regulator,True
3166,Pa2g4,Pa2g4,Transcription_regulator,True
3167,Park7,Park7,Transcription_regulator,True
3168,Parp9,Parp9,Transcription_regulator,True
3170,Parp14,Parp14,Transcription_regulator,True
3171,Pcbd1,Pcbd1,Transcription_regulator,True
3172,Pdlim1,Pdlim1,Transcription_regulator,True
3173,Per2,Per2,Transcription_regulator,True
3174,Pex14,Pex14,Transcription_regulator,True
3175,Phb,Phb,Transcription_regulator,True
3179,Phf12,Phf12,Transcription_regulator,True
3180,Pias1,Pias1,Transcription_regulator,True
3181,Pias2,Pias2,Transcription_regulator,True
3182,Pias3,Pias3,Transcription_regulator,True
3183,Pias4,Pias4,Transcription_regulator,True
3184,Pir,Pir,Transcription_regulator,True
3185,Pkm,Pkm,Transcription_regulator,True
3187,Pmf1,Pmf1,Transcription_regulator,True
3188,Pml,Pml,Transcription_regulator,True
3189,Pou2af1,Pou2af1,Transcription_regulator,True
3190,Pou2af2,Pou2af2,Transcription_regulator,True
3191,Pou2af3,Pou2af3,Transcription_regulator,True
3194,Pprc1,Pprc1,Transcription_regulator,True
3197,Prkn,Prkn,Transcription_regulator,True
3200,Prpf6,Prpf6,Transcription_regulator,True
3202,Psmc3ip,Psmc3ip,Transcription_regulator,True
3203,Psmd9,Psmd9,Transcription_regulator,True
3204,Ptpn14,Ptpn14,Transcription_regulator,True
3206,Pxn,Pxn,Transcription_regulator,True
3207,Rad54l2,Rad54l2,Transcription_regulator,True
3208,Raly,Raly,Transcription_regulator,True
3209,Rap2c,Rap2c,Transcription_regulator,True
3210,Rbbp8,Rbbp8,Transcription_regulator,True
3211,Rbck1,Rbck1,Transcription_regulator,True
3212,Rbfox2,Rbfox2,Transcription_regulator,True
3213,Rbm14,Rbm14,Transcription_regulator,True
3214,Rbm39,Rbm39,Transcription_regulator,True
3215,Rbpms,Rbpms,Transcription_regulator,True
3217,Rcor2,Rcor2,Transcription_regulator,True
3218,Rcor3,Rcor3,Transcription_regulator,True
3221,Riox2,Riox2,Transcription_regulator,True
3223,Rrp1b,Rrp1b,Transcription_regulator,True
3225,Runx1t1,Runx1t1,Transcription_regulator,True
3228,Rybp,Rybp,Transcription_regulator,True
3229,Sap18,Sap18,Transcription_regulator,True
3230,Sap30,Sap30,Transcription_regulator,True
3232,Scai,Scai,Transcription_regulator,True
3233,Sdr16c5,Sdr16c5,Transcription_regulator,True
3234,Sertad1,Sertad1,Transcription_regulator,True
3235,Sertad2,Sertad2,Transcription_regulator,True
3239,Sfr1,Sfr1,Transcription_regulator,True
3253,Snw1,Snw1,Transcription_regulator,True
3254,Sox16,Sox16,Transcription_regulator,True
3255,Spen,Spen,Transcription_regulator,True
3256,Sqstm1,Sqstm1,Transcription_regulator,True
3257,Sra1,Sra1,Transcription_regulator,True
3259,Ss18l2,Ss18l2,Transcription_regulator,True
3260,Ssbp3,Ssbp3,Transcription_regulator,True
3261,Ssx9,Ssx9,Transcription_regulator,True
3262,Ssxa1,Ssxa1,Transcription_regulator,True
3263,Ssxb1,Ssxb1,Transcription_regulator,True
3264,Ssxb3,Ssxb3,Transcription_regulator,True
3265,Ssxb5,Ssxb5,Transcription_regulator,True
3266,Ssxb6,Ssxb6,Transcription_regulator,True
3267,Ssxb8,Ssxb8,Transcription_regulator,True
3268,Ssxb10,Ssxb10,Transcription_regulator,True
3269,Strm,Strm,Transcription_regulator,True
3271,Supt3,Supt3,Transcription_regulator,True
3272,Supt7l,Supt7l,Transcription_regulator,True
3273,Supt20,Supt20,Transcription_regulator,True
3274,Tacc1,Tacc1,Transcription_regulator,True
3275,Tada1,Tada1,Transcription_regulator,True
3278,Tada3,Tada3,Transcription_regulator,True
3279,Taf5l,Taf5l,Transcription_regulator,True
3285,Taf15,Taf15,Transcription_regulator,True
3288,Tcerg1l,Tcerg1l,Transcription_regulator,True
3290,Tcf25,Tcf25,Transcription_regulator,True
3291,Tcp10a,Tcp10a,Transcription_regulator,True
3292,Tcp10b,Tcp10b,Transcription_regulator,True
3293,Tcp10c,Tcp10c,Transcription_regulator,True
3296,Tgfb1i1,Tgfb1i1,Transcription_regulator,True
3299,Tle2,Tle2,Transcription_regulator,True
3300,Tle3,Tle3,Transcription_regulator,True
3301,Tle5,Tle5,Transcription_regulator,True
3302,Tle6,Tle6,Transcription_regulator,True
3303,Tle7,Tle7,Transcription_regulator,True
3304,Tmf1,Tmf1,Transcription_regulator,True
3305,Tob1,Tob1,Transcription_regulator,True
3306,Tob2,Tob2,Transcription_regulator,True
3309,Trerf1,Trerf1,Transcription_regulator,True
3310,Trib3,Trib3,Transcription_regulator,True
3311,Trim5,Trim5,Transcription_regulator,True
3312,Trim8,Trim8,Transcription_regulator,True
3313,Trim12a,Trim12a,Transcription_regulator,True
3314,Trim12c,Trim12c,Transcription_regulator,True
3315,Trim13,Trim13,Transcription_regulator,True
3316,Trim14,Trim14,Transcription_regulator,True
3317,Trim15,Trim15,Transcription_regulator,True
3318,Trim21,Trim21,Transcription_regulator,True
3320,Trim25,Trim25,Transcription_regulator,True
3323,Trim30a,Trim30a,Transcription_regulator,True
3324,Trim30b,Trim30b,Transcription_regulator,True
3325,Trim30c,Trim30c,Transcription_regulator,True
3326,Trim30d,Trim30d,Transcription_regulator,True
3327,Trim31,Trim31,Transcription_regulator,True
3328,Trim32,Trim32,Transcription_regulator,True
3330,Trim38,Trim38,Transcription_regulator,True
3331,Trim52,Trim52,Transcription_regulator,True
3332,Trim62,Trim62,Transcription_regulator,True
3333,Trip4,Trip4,Transcription_regulator,True
3334,Trp53bp1,Trp53bp1,Transcription_regulator,True
3336,Tsg101,Tsg101,Transcription_regulator,True
3339,Ube2l3,Ube2l3,Transcription_regulator,True
3340,Ube3a,Ube3a,Transcription_regulator,True
3342,Usf3,Usf3,Transcription_regulator,True
3346,Utf1,Utf1,Transcription_regulator,True
3348,Vgll2,Vgll2,Transcription_regulator,True
3349,Vhl,Vhl,Transcription_regulator,True
3352,Wdr43,Wdr43,Transcription_regulator,True
3353,Wdr77,Wdr77,Transcription_regulator,True
3354,Wnt3a,Wnt3a,Transcription_regulator,True
3355,Wnt4,Wnt4,Transcription_regulator,True
3356,Wtip,Wtip,Transcription_regulator,True
3357,Wwc1,Wwc1,Transcription_regulator,True
3358,Wwox,Wwox,Transcription_regulator,True
3359,Wwtr1,Wwtr1,Transcription_regulator,True
3360,Xpc,Xpc,Transcription_regulator,True
3361,Yaf2,Yaf2,Transcription_regulator,True
3363,Zbed4,Zbed4,Transcription_regulator,True
3364,Zbed6,Zbed6,Transcription_regulator,True
3365,Zbtb8a,Zbtb8a,Transcription_regulator,True
3366,Zbtb10,Zbtb10,Transcription_regulator,True
3367,Zbtb46,Zbtb46,Transcription_regulator,True
3368,Zcchc12,Zcchc12,Transcription_regulator,True
3369,Zfp1,Zfp1,Transcription_regulator,True
3370,Zfp26,Zfp26,Transcription_regulator,True
3371,Zfp30,Zfp30,Transcription_regulator,True
3373,Zfp59,Zfp59,Transcription_regulator,True
3374,Zfp60,Zfp60,Transcription_regulator,True
3377,Zfp182,Zfp182,Transcription_regulator,True
3378,Zfp316,Zfp316,Transcription_regulator,True
3381,Zfp512b,Zfp512b,Transcription_regulator,True
3382,Zfp518b,Zfp518b,Transcription_regulator,True
3383,Zfp541,Zfp541,Transcription_regulator,True
3384,Zfp579,Zfp579,Transcription_regulator,True
3385,Zfp653,Zfp653,Transcription_regulator,True
3386,Zfp664,Zfp664,Transcription_regulator,True
3387,Zfp691,Zfp691,Transcription_regulator,True
3388,Zfp697,Zfp697,Transcription_regulator,True
3389,Zfp711,Zfp711,Transcription_regulator,True
3390,Zfpm1,Zfpm1,Transcription_regulator,True
3391,Zfpm2,Zfpm2,Transcription_regulator,True
3393,Zglp1,Zglp1,Transcription_regulator,True
3395,Zic5,Zic5,Transcription_regulator,True
3397,Zmiz1,Zmiz1,Transcription_regulator,True
3398,Zmiz2,Zmiz2,Transcription_regulator,True
3399,Zmynd8,Zmynd8,Transcription_regulator,True
3400,Zmynd11,Zmynd11,Transcription_regulator,True
3401,Zxdb,Zxdb,Transcription_regulator,True
3402,Zxdc,Zxdc,Transcription_regulator,True
