gene_name,display_name,biotype,keep
Gm32687,Gm32687,TF,TRUE
Zscan18,Zscan18,TF,TRUE
Zfp873,Zfp873,TF,TRUE
BC024063,BC024063,TF,TRUE
AU041133,AU041133,TF,TRUE
Zfp329,Zfp329,TF,TRUE
Zfp938,Zfp938,TF,TRUE
Gm4924,Gm4924,TF,TRUE
Nfyb,Nfyb,TF,TRUE
Sox17,Sox17,TF,TRUE
Zfp128,Zfp128,TF,TRUE
Zscan22,Zscan22,TF,TRUE
Zfp324,Zfp324,TF,TRUE
Ikzf5,Ikzf5,TF,TRUE
Foxe1,Foxe1,TF,TRUE
Hmx3,Hmx3,TF,TRUE
Hmx2,Hmx2,TF,TRUE
Pou2f2,Pou2f2,TF,TRUE
Gtf2i,Gtf2i,TF,TRUE
Nr4a3,Nr4a3,TF,TRUE
Zfp526,Zfp526,TF,TRUE
Zfp189,Zfp189,TF,TRUE
Erf,Erf,TF,TRUE
Gtf2ird1,Gtf2ird1,TF,TRUE
Bcl6b,Bcl6b,TF,TRUE
Tal2,Tal2,TF,TRUE
Nkx1-2,Nkx1-2,TF,TRUE
Myod1,Myod1,TF,TRUE
Mybl2,Mybl2,TF,TRUE
Hsf5,Hsf5,TF,TRUE
Arid3c,Arid3c,TF,TRUE
Pou3f3,Pou3f3,TF,TRUE
Lhx9,Lhx9,TF,TRUE
Alx4,Alx4,TF,TRUE
Hnf4a,Hnf4a,TF,TRUE
Cic,Cic,TF,TRUE
Zbtb41,Zbtb41,TF,TRUE
Zbtb49,Zbtb49,TF,TRUE
Nhlh1,Nhlh1,TF,TRUE
Vezf1,Vezf1,TF,TRUE
Neurod1,Neurod1,TF,TRUE
St18,St18,TF,TRUE
Rbpjl,Rbpjl,TF,TRUE
Ciao1,Ciao1,TF,TRUE
Usf2,Usf2,TF,TRUE
Preb,Preb,TF,TRUE
Tcf23,Tcf23,TF,TRUE
Rbak,Rbak,TF,TRUE
Zfp12,Zfp12,TF,TRUE
Zfp853,Zfp853,TF,TRUE
Foxi2,Foxi2,TF,TRUE
Xbp1,Xbp1,TF,TRUE
Hlf,Hlf,TF,TRUE
Arap1,Arap1,TF,TRUE
Kcnip3,Kcnip3,TF,TRUE
Sox9,Sox9,TF,TRUE
Ifi206,Ifi206,TF,TRUE
Ifi207,Ifi207,TF,TRUE
Ifi204,Ifi204,TF,TRUE
E2f8,E2f8,TF,TRUE
Aebp1,Aebp1,TF,TRUE
Zfp661,Zfp661,TF,TRUE
Dbx1,Dbx1,TF,TRUE
Ebf3,Ebf3,TF,TRUE
Zfp3,Zfp3,TF,TRUE
Phox2a,Phox2a,TF,TRUE
Zc3h8,Zc3h8,TF,TRUE
Nkx6-2,Nkx6-2,TF,TRUE
Ehf,Ehf,TF,TRUE
Elf5,Elf5,TF,TRUE
Usf1,Usf1,TF,TRUE
Tstd1,Tstd1,TF,TRUE
Fev,Fev,TF,TRUE
Purb,Purb,TF,TRUE
Cebpg,Cebpg,TF,TRUE
Cebpa,Cebpa,TF,TRUE
Sox13,Sox13,TF,TRUE
Zfp663,Zfp663,TF,TRUE
Irf6,Irf6,TF,TRUE
Zfp334,Zfp334,TF,TRUE
Ebf4,Ebf4,TF,TRUE
Ikzf1,Ikzf1,TF,TRUE
Zfp941,Zfp941,TF,TRUE
Zfp507,Zfp507,TF,TRUE
Zkscan2,Zkscan2,TF,TRUE
Zfp536,Zfp536,TF,TRUE
Wt1,Wt1,TF,TRUE
Zfp735,Zfp735,TF,TRUE
Zfp616,Zfp616,TF,TRUE
Dlx3,Dlx3,TF,TRUE
Dlx4,Dlx4,TF,TRUE
Meis1,Meis1,TF,TRUE
Zfp619,Zfp619,TF,TRUE
Irf7,Irf7,TF,TRUE
Mnt,Mnt,TF,TRUE
Deaf1,Deaf1,TF,TRUE
Zfp652,Zfp652,TF,TRUE
Pax6,Pax6,TF,TRUE
Otx1,Otx1,TF,TRUE
Hoxb13,Hoxb13,TF,TRUE
Hoxb9,Hoxb9,TF,TRUE
Hoxb8,Hoxb8,TF,TRUE
Hoxb7,Hoxb7,TF,TRUE
Hoxb6,Hoxb6,TF,TRUE
Hoxb5,Hoxb5,TF,TRUE
Hoxb4,Hoxb4,TF,TRUE
Snai1,Snai1,TF,TRUE
Hoxb3,Hoxb3,TF,TRUE
Hoxb2,Hoxb2,TF,TRUE
Hoxb1,Hoxb1,TF,TRUE
Cebpb,Cebpb,TF,TRUE
Nfe2l1,Nfe2l1,TF,TRUE
Sp2,Sp2,TF,TRUE
Sp6,Sp6,TF,TRUE
Tbx21,Tbx21,TF,TRUE
Zbtb34,Zbtb34,TF,TRUE
Ascl2,Ascl2,TF,TRUE
Tlx3,Tlx3,TF,TRUE
Hic1,Hic1,TF,TRUE
Lmx1b,Lmx1b,TF,TRUE
Nfatc2,Nfatc2,TF,TRUE
Pbx3,Pbx3,TF,TRUE
Bmyc,Bmyc,TF,TRUE
Sohlh1,Sohlh1,TF,TRUE
Msx3,Msx3,TF,TRUE
Zfp446,Zfp446,TF,TRUE
Zbtb45,Zbtb45,TF,TRUE
Mzf1,Mzf1,TF,TRUE
Zfp954,Zfp954,TF,TRUE
Zfp773,Zfp773,TF,TRUE
Meis3,Meis3,TF,TRUE
Sall4,Sall4,TF,TRUE
Tshz2,Tshz2,TF,TRUE
Zfp217,Zfp217,TF,TRUE
Tfap2c,Tfap2c,TF,TRUE
Ctcfl,Ctcfl,TF,TRUE
Nacc2,Nacc2,TF,TRUE
Lhx3,Lhx3,TF,TRUE
Zfp770,Zfp770,TF,TRUE
Meis2,Meis2,TF,TRUE
Ovol2,Ovol2,TF,TRUE
Lhx6,Lhx6,TF,TRUE
Insm1,Insm1,TF,TRUE
Zbtb6,Zbtb6,TF,TRUE
Zbtb26,Zbtb26,TF,TRUE
Nkx2-4,Nkx2-4,TF,TRUE
Nkx2-2,Nkx2-2,TF,TRUE
Pax1,Pax1,TF,TRUE
Foxa2,Foxa2,TF,TRUE
Gzf1,Gzf1,TF,TRUE
Zfp120,Zfp120,TF,TRUE
Gm10770,Gm10770,TF,TRUE
Gm14139,Gm14139,TF,TRUE
Zfp937,Zfp937,TF,TRUE
Gm21994,Gm21994,TF,TRUE
Gm14124,Gm14124,TF,TRUE
Zfp442,Zfp442,TF,TRUE
Zfp345,Zfp345,TF,TRUE
Vsx1,Vsx1,TF,TRUE
Lhx2,Lhx2,TF,TRUE
Nr5a1,Nr5a1,TF,TRUE
Nr6a1,Nr6a1,TF,TRUE
Zeb2,Zeb2,TF,TRUE
Nr4a2,Nr4a2,TF,TRUE
Tbr1,Tbr1,TF,TRUE
Actn1,Actn1,Transcription_regulator,TRUE
Actn2,Actn2,Transcription_regulator,TRUE
Aff1,Aff1,Transcription_regulator,TRUE
Ahdc1,Ahdc1,Transcription_regulator,TRUE
Ahrr,Ahrr,Transcription_regulator,TRUE
Aip,Aip,Transcription_regulator,TRUE
Akirin1,Akirin1,Transcription_regulator,TRUE
Akirin2,Akirin2,Transcription_regulator,TRUE
Ankrd1,Ankrd1,Transcription_regulator,TRUE
Arid5b,Arid5b,Transcription_regulator,TRUE
Arl2bp,Arl2bp,Transcription_regulator,TRUE
Arrb1,Arrb1,Transcription_regulator,TRUE
Asah1,Asah1,Transcription_regulator,TRUE
Ascc1,Ascc1,Transcription_regulator,TRUE
Atn1,Atn1,Transcription_regulator,TRUE
Basp1,Basp1,Transcription_regulator,TRUE
Bcl3,Bcl3,Transcription_regulator,TRUE
Bcl9,Bcl9,Transcription_regulator,TRUE
Bcl9l,Bcl9l,Transcription_regulator,TRUE
Bcl10,Bcl10,Transcription_regulator,TRUE
Birc2,Birc2,Transcription_regulator,TRUE
Btaf1,Btaf1,Transcription_regulator,TRUE
Btg2,Btg2,Transcription_regulator,TRUE
Bud31,Bud31,Transcription_regulator,TRUE
C1d,C1d,Transcription_regulator,TRUE
C1qbp,C1qbp,Transcription_regulator,TRUE
Camta1,Camta1,Transcription_regulator,TRUE
Casp8ap2,Casp8ap2,Transcription_regulator,TRUE
Cbfa2t2,Cbfa2t2,Transcription_regulator,TRUE
Cbfb,Cbfb,Transcription_regulator,TRUE
Ccar1,Ccar1,Transcription_regulator,TRUE
Ccar2,Ccar2,Transcription_regulator,TRUE
Ccdc62,Ccdc62,Transcription_regulator,TRUE
Ccdc124,Ccdc124,Transcription_regulator,TRUE
Ccnd1,Ccnd1,Transcription_regulator,TRUE
Cdca4,Cdca4,Transcription_regulator,TRUE
Cdyl2,Cdyl2,Transcription_regulator,TRUE
Cebpz,Cebpz,Transcription_regulator,TRUE
Cenpj,Cenpj,Transcription_regulator,TRUE
Cir1,Cir1,Transcription_regulator,TRUE
Cited4,Cited4,Transcription_regulator,TRUE
Cmtm2a,Cmtm2a,Transcription_regulator,TRUE
Cnot6,Cnot6,Transcription_regulator,TRUE
Cnot7,Cnot7,Transcription_regulator,TRUE
Cnot9,Cnot9,Transcription_regulator,TRUE
Cops2,Cops2,Transcription_regulator,TRUE
Cops5,Cops5,Transcription_regulator,TRUE
Crym,Crym,Transcription_regulator,TRUE
Csprs,Csprs,Transcription_regulator,TRUE
Dcaf6,Dcaf6,Transcription_regulator,TRUE
Dcc,Dcc,Transcription_regulator,TRUE
Ddx54,Ddx54,Transcription_regulator,TRUE
Dhrs7b,Dhrs7b,Transcription_regulator,TRUE
Dmrtc1a,Dmrtc1a,Transcription_regulator,TRUE
Dmrtc1b,Dmrtc1b,Transcription_regulator,TRUE
Dmrtc1c1,Dmrtc1c1,Transcription_regulator,TRUE
Dnajb1,Dnajb1,Transcription_regulator,TRUE
Drap1,Drap1,Transcription_regulator,TRUE
Dyrk1b,Dyrk1b,Transcription_regulator,TRUE
Eaf1,Eaf1,Transcription_regulator,TRUE
Eaf2,Eaf2,Transcription_regulator,TRUE
Edf1,Edf1,Transcription_regulator,TRUE
Eid1,Eid1,Transcription_regulator,TRUE
Eid2,Eid2,Transcription_regulator,TRUE
Eid2b,Eid2b,Transcription_regulator,TRUE
Elane,Elane,Transcription_regulator,TRUE
Ewsr1,Ewsr1,Transcription_regulator,TRUE
Fgf2,Fgf2,Transcription_regulator,TRUE
Fhl2,Fhl2,Transcription_regulator,TRUE
Fhl3,Fhl3,Transcription_regulator,TRUE
Fhl5,Fhl5,Transcription_regulator,TRUE
Gmnn,Gmnn,Transcription_regulator,TRUE
Gon4l,Gon4l,Transcription_regulator,TRUE
Gps2,Gps2,Transcription_regulator,TRUE
Hbp1,Hbp1,Transcription_regulator,TRUE
Hdgfl1,Hdgfl1,Transcription_regulator,TRUE
Helz2,Helz2,Transcription_regulator,TRUE
Hipk1,Hipk1,Transcription_regulator,TRUE
Hipk2,Hipk2,Transcription_regulator,TRUE
Hipk3,Hipk3,Transcription_regulator,TRUE
Hmga1b,Hmga1b,Transcription_regulator,TRUE
Hmgb2,Hmgb2,Transcription_regulator,TRUE
Homez,Homez,Transcription_regulator,TRUE
Hsbp1,Hsbp1,Transcription_regulator,TRUE
Hsbp1l1,Hsbp1l1,Transcription_regulator,TRUE
Hspa1a,Hspa1a,Transcription_regulator,TRUE
Hyal2,Hyal2,Transcription_regulator,TRUE
Id1,Id1,Transcription_regulator,TRUE
Id2,Id2,Transcription_regulator,TRUE
Id3,Id3,Transcription_regulator,TRUE
Id4,Id4,Transcription_regulator,TRUE
Irf2bp1,Irf2bp1,Transcription_regulator,TRUE
Irf2bp2,Irf2bp2,Transcription_regulator,TRUE
Irf2bpl,Irf2bpl,Transcription_regulator,TRUE
Jade1,Jade1,Transcription_regulator,TRUE
Jazf1,Jazf1,Transcription_regulator,TRUE
Jmy,Jmy,Transcription_regulator,TRUE
Jph2,Jph2,Transcription_regulator,TRUE
Jup,Jup,Transcription_regulator,TRUE
Kctd1,Kctd1,Transcription_regulator,TRUE
Klf9,Klf9,Transcription_regulator,TRUE
Ldb2,Ldb2,Transcription_regulator,TRUE
Limd1,Limd1,Transcription_regulator,TRUE
Lmcd1,Lmcd1,Transcription_regulator,TRUE
Lmo1,Lmo1,Transcription_regulator,TRUE
Lmo3,Lmo3,Transcription_regulator,TRUE
Lmo4,Lmo4,Transcription_regulator,TRUE
Lpin1,Lpin1,Transcription_regulator,TRUE
Lpin2,Lpin2,Transcription_regulator,TRUE
Lpin3,Lpin3,Transcription_regulator,TRUE
Lpxn,Lpxn,Transcription_regulator,TRUE
Maged1,Maged1,Transcription_regulator,TRUE
Mak,Mak,Transcription_regulator,TRUE
Maml1,Maml1,Transcription_regulator,TRUE
Maml2,Maml2,Transcription_regulator,TRUE
Maml3,Maml3,Transcription_regulator,TRUE
Mamstr,Mamstr,Transcription_regulator,TRUE
Map3k10,Map3k10,Transcription_regulator,TRUE
Mcidas,Mcidas,Transcription_regulator,TRUE
Mid2,Mid2,Transcription_regulator,TRUE
Mier3,Mier3,Transcription_regulator,TRUE
Mlip,Mlip,Transcription_regulator,TRUE
Mms19,Mms19,Transcription_regulator,TRUE
Mrtfb,Mrtfb,Transcription_regulator,TRUE
Mtdh,Mtdh,Transcription_regulator,TRUE
Muc1,Muc1,Transcription_regulator,TRUE
Mxd4,Mxd4,Transcription_regulator,TRUE
Mycbp,Mycbp,Transcription_regulator,TRUE
Myocd,Myocd,Transcription_regulator,TRUE
N4bp2l2,N4bp2l2,Transcription_regulator,TRUE
Nab1,Nab1,Transcription_regulator,TRUE
Nab2,Nab2,Transcription_regulator,TRUE
Naca,Naca,Transcription_regulator,TRUE
Ncoa7,Ncoa7,Transcription_regulator,TRUE
Neurog2,Neurog2,Transcription_regulator,TRUE
Nme2,Nme2,Transcription_regulator,TRUE
Nmi,Nmi,Transcription_regulator,TRUE
Npas3,Npas3,Transcription_regulator,TRUE
Npat,Npat,Transcription_regulator,TRUE
Nr0b1,Nr0b1,Transcription_regulator,TRUE
Nr0b2,Nr0b2,Transcription_regulator,TRUE
Nrbf2,Nrbf2,Transcription_regulator,TRUE
Nrg1,Nrg1,Transcription_regulator,TRUE
Nrip1,Nrip1,Transcription_regulator,TRUE
Pa2g4,Pa2g4,Transcription_regulator,TRUE
Park7,Park7,Transcription_regulator,TRUE
Parp9,Parp9,Transcription_regulator,TRUE
Parp14,Parp14,Transcription_regulator,TRUE
Pcbd1,Pcbd1,Transcription_regulator,TRUE
Pdlim1,Pdlim1,Transcription_regulator,TRUE
Per2,Per2,Transcription_regulator,TRUE
Pex14,Pex14,Transcription_regulator,TRUE
Phb,Phb,Transcription_regulator,TRUE
Phf12,Phf12,Transcription_regulator,TRUE
Pias1,Pias1,Transcription_regulator,TRUE
Pias2,Pias2,Transcription_regulator,TRUE
Pias3,Pias3,Transcription_regulator,TRUE
Pias4,Pias4,Transcription_regulator,TRUE
Pir,Pir,Transcription_regulator,TRUE
Pkm,Pkm,Transcription_regulator,TRUE
Pmf1,Pmf1,Transcription_regulator,TRUE
Pml,Pml,Transcription_regulator,TRUE
Pou2af1,Pou2af1,Transcription_regulator,TRUE
Pprc1,Pprc1,Transcription_regulator,TRUE
Prkn,Prkn,Transcription_regulator,TRUE
Prpf6,Prpf6,Transcription_regulator,TRUE
Psmc3ip,Psmc3ip,Transcription_regulator,TRUE
Psmd9,Psmd9,Transcription_regulator,TRUE
Ptpn14,Ptpn14,Transcription_regulator,TRUE
Pxn,Pxn,Transcription_regulator,TRUE
Rad54l2,Rad54l2,Transcription_regulator,TRUE
Raly,Raly,Transcription_regulator,TRUE
Rap2c,Rap2c,Transcription_regulator,TRUE
Rbbp8,Rbbp8,Transcription_regulator,TRUE
Rbck1,Rbck1,Transcription_regulator,TRUE
Rbfox2,Rbfox2,Transcription_regulator,TRUE
Rbm14,Rbm14,Transcription_regulator,TRUE
Rbm39,Rbm39,Transcription_regulator,TRUE
Rbpms,Rbpms,Transcription_regulator,TRUE
Rcor2,Rcor2,Transcription_regulator,TRUE
Rcor3,Rcor3,Transcription_regulator,TRUE
Riox2,Riox2,Transcription_regulator,TRUE
Rrp1b,Rrp1b,Transcription_regulator,TRUE
Runx1t1,Runx1t1,Transcription_regulator,TRUE
Rybp,Rybp,Transcription_regulator,TRUE
Sap18,Sap18,Transcription_regulator,TRUE
Sap30,Sap30,Transcription_regulator,TRUE
Scai,Scai,Transcription_regulator,TRUE
Sdr16c5,Sdr16c5,Transcription_regulator,TRUE
Sertad1,Sertad1,Transcription_regulator,TRUE
Sertad2,Sertad2,Transcription_regulator,TRUE
Sfr1,Sfr1,Transcription_regulator,TRUE
Snw1,Snw1,Transcription_regulator,TRUE
Spen,Spen,Transcription_regulator,TRUE
Sqstm1,Sqstm1,Transcription_regulator,TRUE
Sra1,Sra1,Transcription_regulator,TRUE
Ss18l2,Ss18l2,Transcription_regulator,TRUE
Ssbp3,Ssbp3,Transcription_regulator,TRUE
Ssx9,Ssx9,Transcription_regulator,TRUE
Ssxa1,Ssxa1,Transcription_regulator,TRUE
Ssxb1,Ssxb1,Transcription_regulator,TRUE
Ssxb3,Ssxb3,Transcription_regulator,TRUE
Ssxb5,Ssxb5,Transcription_regulator,TRUE
Ssxb6,Ssxb6,Transcription_regulator,TRUE
Ssxb8,Ssxb8,Transcription_regulator,TRUE
Ssxb10,Ssxb10,Transcription_regulator,TRUE
Supt3,Supt3,Transcription_regulator,TRUE
Supt7l,Supt7l,Transcription_regulator,TRUE
Supt20,Supt20,Transcription_regulator,TRUE
Tacc1,Tacc1,Transcription_regulator,TRUE
Tada1,Tada1,Transcription_regulator,TRUE
Tada3,Tada3,Transcription_regulator,TRUE
Taf5l,Taf5l,Transcription_regulator,TRUE
Taf15,Taf15,Transcription_regulator,TRUE
Tcerg1l,Tcerg1l,Transcription_regulator,TRUE
Tcf25,Tcf25,Transcription_regulator,TRUE
Tcp10a,Tcp10a,Transcription_regulator,TRUE
Tcp10b,Tcp10b,Transcription_regulator,TRUE
Tcp10c,Tcp10c,Transcription_regulator,TRUE
Tgfb1i1,Tgfb1i1,Transcription_regulator,TRUE
Tle2,Tle2,Transcription_regulator,TRUE
Tle3,Tle3,Transcription_regulator,TRUE
Tle6,Tle6,Transcription_regulator,TRUE
Tmf1,Tmf1,Transcription_regulator,TRUE
Tob1,Tob1,Transcription_regulator,TRUE
Tob2,Tob2,Transcription_regulator,TRUE
Trerf1,Trerf1,Transcription_regulator,TRUE
Trib3,Trib3,Transcription_regulator,TRUE
Trim5,Trim5,Transcription_regulator,TRUE
Trim8,Trim8,Transcription_regulator,TRUE
Trim12a,Trim12a,Transcription_regulator,TRUE
Trim12c,Trim12c,Transcription_regulator,TRUE
Trim13,Trim13,Transcription_regulator,TRUE
Trim14,Trim14,Transcription_regulator,TRUE
Trim15,Trim15,Transcription_regulator,TRUE
Trim21,Trim21,Transcription_regulator,TRUE
Trim25,Trim25,Transcription_regulator,TRUE
Trim30a,Trim30a,Transcription_regulator,TRUE
Trim30b,Trim30b,Transcription_regulator,TRUE
Trim30c,Trim30c,Transcription_regulator,TRUE
Trim30d,Trim30d,Transcription_regulator,TRUE
Trim31,Trim31,Transcription_regulator,TRUE
Trim32,Trim32,Transcription_regulator,TRUE
Trim38,Trim38,Transcription_regulator,TRUE
Trim52,Trim52,Transcription_regulator,TRUE
Trim62,Trim62,Transcription_regulator,TRUE
Trip4,Trip4,Transcription_regulator,TRUE
Trp53bp1,Trp53bp1,Transcription_regulator,TRUE
Tsg101,Tsg101,Transcription_regulator,TRUE
Ube2l3,Ube2l3,Transcription_regulator,TRUE
Ube3a,Ube3a,Transcription_regulator,TRUE
Usf3,Usf3,Transcription_regulator,TRUE
Utf1,Utf1,Transcription_regulator,TRUE
Vgll2,Vgll2,Transcription_regulator,TRUE
Vhl,Vhl,Transcription_regulator,TRUE
Wdr43,Wdr43,Transcription_regulator,TRUE
Wdr77,Wdr77,Transcription_regulator,TRUE
Wnt3a,Wnt3a,Transcription_regulator,TRUE
Wnt4,Wnt4,Transcription_regulator,TRUE
Wtip,Wtip,Transcription_regulator,TRUE
Wwc1,Wwc1,Transcription_regulator,TRUE
Wwox,Wwox,Transcription_regulator,TRUE
Wwtr1,Wwtr1,Transcription_regulator,TRUE
Xpc,Xpc,Transcription_regulator,TRUE
Yaf2,Yaf2,Transcription_regulator,TRUE
Zbed4,Zbed4,Transcription_regulator,TRUE
Zbed6,Zbed6,Transcription_regulator,TRUE
Zbtb8a,Zbtb8a,Transcription_regulator,TRUE
Zbtb10,Zbtb10,Transcription_regulator,TRUE
Zbtb46,Zbtb46,Transcription_regulator,TRUE
Zcchc12,Zcchc12,Transcription_regulator,TRUE
Zfp1,Zfp1,Transcription_regulator,TRUE
Zfp26,Zfp26,Transcription_regulator,TRUE
Zfp30,Zfp30,Transcription_regulator,TRUE
Zfp59,Zfp59,Transcription_regulator,TRUE
Zfp60,Zfp60,Transcription_regulator,TRUE
Zfp182,Zfp182,Transcription_regulator,TRUE
Zfp316,Zfp316,Transcription_regulator,TRUE
Zfp512b,Zfp512b,Transcription_regulator,TRUE
Zfp518b,Zfp518b,Transcription_regulator,TRUE
Zfp541,Zfp541,Transcription_regulator,TRUE
Zfp579,Zfp579,Transcription_regulator,TRUE
Zfp653,Zfp653,Transcription_regulator,TRUE
Zfp664,Zfp664,Transcription_regulator,TRUE
Zfp691,Zfp691,Transcription_regulator,TRUE
Zfp697,Zfp697,Transcription_regulator,TRUE
Zfp711,Zfp711,Transcription_regulator,TRUE
Zfpm1,Zfpm1,Transcription_regulator,TRUE
Zfpm2,Zfpm2,Transcription_regulator,TRUE
Zglp1,Zglp1,Transcription_regulator,TRUE
Zic5,Zic5,Transcription_regulator,TRUE
Zmiz1,Zmiz1,Transcription_regulator,TRUE
Zmiz2,Zmiz2,Transcription_regulator,TRUE
Zmynd8,Zmynd8,Transcription_regulator,TRUE
Zmynd11,Zmynd11,Transcription_regulator,TRUE
Zxdb,Zxdb,Transcription_regulator,TRUE
Zxdc,Zxdc,Transcription_regulator,TRUE